Discharge Temp(F),Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
60.5,122.3,0.8,37.7,929
60,121.2,0.8,36.3,937.3
60.1,120.6,0.8,35.2,935.7
60.4,120.8,0.8,35.3,927.4
60.6,121.8,0.8,35.5,933.6
60.7,122.6,0.8,35.9,937.1
60.6,122.5,0.8,36.4,931.4
60.7,121.7,0.8,36.1,937.6
61.2,120.9,0.8,36.3,938.8
61.7,120.8,0.8,37,932.4
62.1,121.6,0.8,37.5,933.5
62.3,122.6,0.8,38.1,930.4
62.2,122.8,0.8,38.5,926.6
62.5,122.1,0.8,38.7,933.9
62.8,121.2,0.8,39.1,938.3
63.4,120.8,0.8,40.1,926.4
63.5,121.3,0.8,40.2,925.2
63.6,122.4,0.8,40.3,933.6
63.2,123,0.8,40.2,928.7
62.9,122.7,0.8,40,928.7
62.7,121.6,0.8,39.7,924
62.7,120.7,0.8,39.7,933
62.5,120.7,0.8,39.7,925.5
62.2,121.6,0.8,39.2,931.3
61.4,122.6,0.8,38.7,930.1
60.5,122.8,0.8,37.6,923.2
59.9,122,0.8,36,926.7
59.9,121.1,0.8,35.1,938
60.3,120.8,0.8,35.1,938.5
60.6,121.4,0.8,35.5,937
60.7,122.5,0.8,35.9,934.4
60.7,122.9,0.8,36.1,933.3
60.9,122.4,0.8,36.4,931.6
61.3,121.3,0.8,36.7,934.6
61.8,120.7,0.8,37.2,927.6
62.4,121,0.8,37.6,945.4
62.9,122,0.8,38.7,934.7
62.8,122.8,0.8,39.7,928
62.5,122.6,0.8,39.6,923.1
62.5,121.8,0.8,39.1,934.8
62.8,120.9,0.8,39.5,926.4
62.7,120.8,0.8,39.5,926.7
62.7,121.5,0.8,38.9,926.1
62.7,122.5,0.8,38.9,931.1
62.9,122.9,0.8,39.1,928.5
63.2,122.3,0.8,40.2,926.3
63.1,121.2,0.8,40.7,933.5
63,120.6,0.8,40.4,932.6
62.9,121,0.8,39.8,922.3
62.6,122,0.8,39.7,934.6
62,122.7,0.8,39,935.4
61.5,122.5,0.8,38.4,935.1
61.2,121.6,0.8,37.7,928.2
61.1,120.8,0.8,37.4,930.6
61.2,120.9,0.8,36.8,931.3
61.2,121.8,0.8,36.8,932.2
61,122.7,0.8,37,939
60.7,122.8,0.8,36.5,938.8
60.6,122,0.8,36.3,926.8
60.7,121,0.8,36.2,932.8
61.2,120.7,0.8,36.2,931.9
61.7,121.2,0.8,37,933.2
61.8,122.3,0.8,37.6,932.9
61.5,122.9,0.8,38.3,926.5
60.9,122.4,0.8,37.7,925.1
60.7,121.3,0.8,36.9,937.4
61,120.6,0.8,36.5,932.3
61.3,120.7,0.8,36.4,923
61.5,121.8,0.8,37,939.9
61.4,122.8,0.8,36.9,929.2
61.4,123,0.8,36.8,929.9
61.6,122.2,0.8,37.4,930.5
62,121.3,0.8,37.9,929.7
62.6,120.9,0.8,38.3,926.9
63,121.4,0.8,39.2,933.1
62.7,122.4,0.8,39.4,923.1
62,123.1,0.8,39,933.1
61.3,122.8,0.8,38.6,926.3
60.6,121.7,0.8,37.9,938.6
60.1,120.7,0.8,36.5,937.8
60,120.4,0.8,35.6,934.2
60,121.1,0.8,35.1,932.1
59.8,122.3,0.8,34.8,931.7
59.6,122.8,0.8,34.8,939.1
59.4,122.3,0.8,34.9,936.6
59.3,121.3,0.8,34.8,926
59.5,120.6,0.8,34.7,939.1
59.7,120.5,0.8,34.6,935.9
59.8,121.3,0.8,34.6,936.6
59.9,122.3,0.8,34.8,933.9
59.9,122.5,0.8,35.2,933.1
59.9,121.7,0.8,35.5,931.1
60,120.7,0.8,35.6,930.6
60.1,120.5,0.8,35.6,928.7
60.1,121.1,0.8,35.4,941.7
59.9,122.2,0.8,35.3,930.3
59.7,122.8,0.8,35.1,936.3
59.5,122.3,0.8,35,938.3
59.6,121.3,0.8,34.8,937.8
59.9,120.6,0.8,34.9,940.7
60.2,120.7,0.8,35.1,937.2
60.3,121.7,0.8,35.2,935.6
60.2,122.7,0.8,35.3,937.4
60.1,122.8,0.8,35.3,936.3
60.2,122,0.8,35.6,930.5
60.3,121,0.8,35.8,935.1
60.3,120.7,0.8,35.6,943.2
60.3,121.3,0.8,35.4,936.2
60,122.3,0.8,35.2,922.9
59.8,122.7,0.8,35,939.8
59.6,122.1,0.8,35,929.7
59.6,121.1,0.8,35,931.2
59.7,120.5,0.8,34.9,938.3
59.9,120.9,0.8,34.9,940.7
59.8,121.9,0.8,34.8,932.2
59.7,122.6,0.8,34.8,934.1
59.6,122.6,0.8,34.9,932.8
59.7,121.7,0.8,35,930.1
59.9,120.8,0.8,35.1,938.2
60.2,120.6,0.8,35.2,933.9
60.3,121.4,0.8,35.3,942
60.2,122.4,0.8,35.4,935
60,122.9,0.8,35.3,929.1
60,122.3,0.8,35.3,923.4
60.2,121.3,0.8,35.4,933.2
60.5,120.9,0.8,35.5,932.1
60.8,121.4,0.8,35.6,932.2
60.8,122.5,0.8,35.8,929.6
60.7,123.1,0.8,36,935.9
60.6,122.8,0.8,36.1,931.3
60.5,121.7,0.8,36,926.8
60.7,120.9,0.8,35.8,929
61,120.9,0.8,35.9,927.2
61.1,121.8,0.8,36.1,925.3
61.1,122.8,0.8,36.3,931.5
61.1,122.9,0.8,36.7,933
61.3,122,0.8,37,933.6
61.6,121,0.8,37.2,930
62.1,120.7,0.8,37.6,930.5
62.3,121.4,0.8,38,938.6
62.5,122.4,0.8,38.3,929.5
62.4,122.8,0.8,38.9,933
62.1,122.3,0.8,39.3,924.8
62,121.3,0.8,38.3,928.7
62.1,120.7,0.8,38.5,933.3
62.1,121,0.8,38.2,929.4
62.1,122.1,0.8,38.2,933.2
61.8,122.8,0.8,38.2,934.2
61.6,122.6,0.8,38,941.8
61.4,121.6,0.8,37.6,933.1
61.7,120.9,0.8,37.5,930
61.8,120.8,0.8,38,935.9
61.6,121.7,0.8,37.7,933.7
61.5,122.6,0.8,37.1,928.3
61.3,122.8,0.8,37.2,929.8
61.3,122.1,0.8,37.1,930.3
61.4,121.1,0.8,37.2,932.9
61.8,120.7,0.8,37.3,933.5
62,121.2,0.8,37.7,937.1
61.9,122.2,0.8,37.8,937.9
61.6,122.8,0.8,37.7,940.7
61.5,122.6,0.8,37.3,939.6
61.7,121.6,0.8,37.5,932.7
62.3,120.8,0.8,37.7,927.8
62.8,120.9,0.8,38.4,929.6
63,121.8,0.8,39.3,928.4
62.9,122.6,0.8,39.4,927.1
62.8,122.7,0.8,39.6,931
62.8,121.9,0.8,39.3,936.1
63.1,120.9,0.8,39.9,933.6
63.1,120.6,0.8,40.3,923.5
62.8,121.3,0.8,39.4,932
62.8,122.4,0.8,39.2,928.8
62.5,122.8,0.8,39.8,925.8
62,122.3,0.8,39.3,930.6
61.7,121.3,0.8,38.4,929.3
61.7,120.7,0.8,37.9,934.4
61.8,121,0.8,37.4,935.3
61.8,122,0.8,37.5,939.9
61.6,122.7,0.8,37.6,928.6
61.5,122.6,0.8,37.2,932.9
61.9,121.6,0.8,37.4,937.2
62.4,120.8,0.8,38,935.9
63.1,120.8,0.8,38.7,938
63.6,121.7,0.8,39.8,928.7
63.7,122.7,0.8,40.8,933.9
63.4,122.9,0.8,40.9,927.4
63.1,122.1,0.8,40.9,931.6
62.7,121.2,0.8,40.3,932.1
62.4,120.9,0.8,39.4,924.7
62.2,121.5,0.8,38.5,923.4
62.2,122.6,0.8,38.2,940.6
61.8,123.2,0.8,38.2,933.9
61.4,122.8,0.8,37.9,934.5
61.1,121.7,0.8,37.1,932.9
61.1,120.9,0.8,36.9,938.4
61.3,121,0.8,36.6,942.6
61.3,121.9,0.8,36.7,938.3
61.2,122.7,0.8,36.9,934.5
61.2,122.7,0.8,36.7,935.3
61.4,121.8,0.8,37.1,932
61.5,120.9,0.8,37.5,941.5
61.8,120.7,0.8,37.5,935
62,121.3,0.8,37.4,922.3
62,122.3,0.8,37.7,934.4
62,122.8,0.8,37.6,933
62.4,122.4,0.8,38.3,935
62.8,121.3,0.8,38.9,934.8
63.1,120.7,0.8,39.4,937
63.4,121.1,0.8,39.6,924.4
63.8,122.1,0.8,40.2,938.7
63.7,122.8,0.8,41.1,936.6
63.2,122.6,0.8,40.6,928.9
63,121.7,0.8,40.5,939.2
62.8,120.8,0.8,39.9,933.4
62.7,120.7,0.8,39.4,928.5
62.4,121.5,0.8,39.3,925.9
61.8,122.5,0.8,38.2,926.2
61.6,122.8,0.8,37.9,938.2
61.2,122.1,0.8,37.6,933.7
61.3,121.1,0.8,37,932.8
61.7,120.7,0.8,37.1,939.9
61.9,121.2,0.8,37.4,928.8
61.9,122.3,0.8,37.6,927.7
62,122.8,0.8,37.7,933.4
62.2,122.5,0.8,38.1,936.5
62.6,121.5,0.8,38.8,936
62.9,120.7,0.8,39.6,937
62.9,120.9,0.8,39.7,931.5
62.5,121.9,0.8,39,930.9
62.4,122.7,0.8,38.6,939.3
62.3,122.7,0.8,38.9,928.2
62.1,121.8,0.8,39.4,930.2
61.6,120.9,0.8,38.5,935.8
61.5,120.7,0.8,37.5,933
61.5,121.4,0.8,37,934.8
61.4,122.4,0.8,37,932.6
61.2,122.8,0.8,37,930
61.2,122.1,0.8,36.9,936.5
61.4,121.1,0.8,37,945.8
61.7,120.7,0.8,37.1,934.3
62,121.2,0.8,37.2,929.6
62.1,122.4,0.8,37.4,925.4
62.2,123.1,0.8,37.6,934.7
62.3,122.9,0.8,38,934.9
62.6,122,0.8,38.6,932.2
63,121.1,0.8,39.1,925.9
63.3,121,0.8,39.7,936.3
63.2,121.8,0.8,40.1,933.8
62.7,122.7,0.8,39.4,928.6
62.3,122.8,0.8,39.1,922.6
62.3,121.9,0.8,38.8,938.1
62.3,120.8,0.8,39,945.3
62.5,120.4,0.8,38.8,926.2
62.7,121,0.8,38.8,932.7
62.7,122,0.8,38.9,939.4
62.8,122.5,0.8,39.4,931.7
62.7,122.1,0.8,40,937
62.3,121.2,0.8,39.5,934.7
62.3,120.6,0.8,38.6,934.8
62.4,120.9,0.8,38.4,931.1
62.4,121.9,0.8,38.4,930
62.3,122.7,0.8,38.5,930.6
62.1,122.6,0.8,38.7,932.1
62,121.6,0.8,38.5,931.7
62.1,120.7,0.8,38.2,935.1
62.4,120.7,0.8,38.1,931.7
62.6,121.5,0.8,38.5,927.3
62.4,122.5,0.8,38.8,936.3
62.2,122.7,0.8,38.6,937.7
62.2,121.9,0.8,38.4,928.5
62.5,120.9,0.8,38.6,925.6
62.9,120.6,0.8,39.1,928.3
63,121.1,0.8,39.4,936.3
62.8,122.2,0.8,39.6,939.9
62.3,122.7,0.8,38.9,928.5
62.2,122.3,0.8,38.4,925.1
62.3,121.3,0.8,38.5,938.4
62.6,120.6,0.8,38.3,933.8
63.1,121,0.8,38.7,925
63.4,121.9,0.8,39.3,931.1
63.6,122.8,0.8,39.7,939.7
63.8,122.8,0.8,40.4,936.9
63.9,121.9,0.8,41.3,927.4
63.8,121,0.8,41.3,923.1
63.7,120.9,0.8,40.8,934.3
63.4,121.8,0.8,40.5,928.8
62.8,122.5,0.8,40.1,940.8
62,122.8,0.8,39.1,930
61.7,122.1,0.8,38.4,929.6
61.5,121,0.8,38.2,933.4
61.5,120.6,0.8,37.3,932.5
61.6,121,0.8,37.2,934.2
61.6,122.1,0.8,37.3,934.2
61.4,122.8,0.8,37.1,938.9
61.4,122.6,0.8,37.2,934.1
61.6,121.5,0.8,37.4,928.9
62,120.7,0.8,37.5,939
62.4,120.7,0.8,37.7,929.2
62.7,121.5,0.8,38.1,921.5
62.8,122.5,0.8,38.7,934.6
62.8,122.7,0.8,39.1,924.1
63,121.9,0.8,39.3,932.7
63.5,120.9,0.8,39.5,940.6
64.1,120.6,0.8,40,936.4
64.7,121.3,0.8,40.8,929.7
65.1,122.3,0.8,42.1,935.9
64.7,122.7,0.8,43,927.6
64.3,122.2,0.8,42.4,930.5
64.3,121.2,0.8,41.5,921.3
64.6,120.7,0.8,41.4,934.6
64.9,121.2,0.8,41.5,932.9
65.4,122.3,0.8,41.9,936.1
65.3,123,0.8,43.2,930
65,122.8,0.8,42.9,926.5
64.9,121.8,0.8,42.6,927.6
65,120.9,0.8,42.5,935.6
65,120.9,0.8,42.6,927.7
64.8,121.8,0.8,42.5,931.9
64.4,122.6,0.8,42.3,927.2
63.8,122.6,0.8,41.8,928.7
63.3,121.7,0.8,41.3,926.3
63.2,120.7,0.8,40.5,933.8
63.2,120.5,0.8,40.2,935.2
63.1,121.2,0.8,39.7,932.3
63,122.3,0.8,39.7,934.7
62.5,122.7,0.8,39.7,934.3
62.1,122.2,0.8,39,934.5
62.1,121.1,0.8,38.2,939.2
62.6,120.5,0.8,38.1,936.2
63.2,120.9,0.8,38.6,934.2
63.6,122,0.8,39.1,935.9
64.1,122.8,0.8,39.9,930.3
64.6,122.7,0.8,41,928.2
65.1,121.8,0.8,42.3,922.7
65.3,121,0.8,42.9,932.3
65.7,121,0.8,42.6,941.1
65.8,121.9,0.8,43.5,929.3
65.6,122.8,0.8,43.5,926.4
65.4,122.8,0.8,43.5,921.5
65.3,122.1,0.8,43.5,925.4
65.3,121,0.8,43.5,930
65.3,120.5,0.8,43.3,933.3
65.3,121,0.8,43.1,928.6
65.3,122,0.8,42.8,924.9
65.3,122.5,0.8,43.2,932.2
65.2,122.1,0.8,43.6,926.9
65.1,121.1,0.8,43.3,929.7
65.4,120.4,0.8,43.5,926.5
65.4,120.6,0.8,43.4,928.9
65.3,121.8,0.8,43,925.2
65.3,122.8,0.8,42.9,931.9
65,122.9,0.8,43.1,930.3
64.9,122,0.8,42.7,929
65,121.1,0.8,42.5,927.1
65.1,121,0.8,42.3,925.6
65,121.8,0.8,42.5,936.1
64.8,122.7,0.8,42.3,927.6
64.5,122.8,0.8,42.4,939.6
64.2,122,0.8,42.5,928.3
63.9,120.9,0.8,42.2,936.2
63.5,120.4,0.8,41.3,936.1
63.3,120.9,0.8,40.3,935.1
63.2,122,0.8,40,926.1
63,122.6,0.8,40.1,936.7
62.8,122.2,0.8,39.6,931.7
63.2,121.2,0.8,39.7,930.9
63.6,120.7,0.8,40.3,919.9
63.8,121,0.8,40.7,933.6
63.6,122,0.8,40.8,924.9
63.1,122.8,0.8,40.3,927
63,122.8,0.8,39.6,923.2
63.1,121.8,0.8,39.7,931.9
63.5,120.9,0.8,39.7,924.7
64,120.9,0.8,40.1,936.2
64.4,121.7,0.8,40.6,932.8
64.8,122.7,0.8,41.3,930.5
65.2,122.9,0.8,42.2,933.4
65.4,122.4,0.8,43.4,930.5
65.5,121.3,0.8,43.7,927.6
65.7,120.8,0.8,43.6,931.2
65.6,121.3,0.8,43.5,922.4
65.6,122.3,0.8,43.3,930.6
65.4,122.9,0.8,43.2,937.5
65.5,122.7,0.8,43.8,937.7
65.4,121.6,0.8,43.8,921.6
65.5,120.9,0.8,43.5,923.7
65.8,121,0.8,43.6,922.9
65.8,121.9,0.8,43.9,928.5
65.5,122.8,0.8,43.9,927.8
65.2,122.8,0.8,43.7,924.7
65.1,121.9,0.8,43.3,932.2
65.2,121,0.8,43.2,930.6
65.5,120.8,0.8,43.4,924.4
65.5,121.5,0.8,43.7,928.6
65.1,122.6,0.8,43.3,926
64.9,122.9,0.8,42.8,923.2
64.8,122.4,0.8,42.8,919.3
64.9,121.4,0.8,42.6,929.1
65.4,120.9,0.8,42.3,926.2
65.9,121.4,0.8,43.2,926.8
65.9,122.4,0.8,43.9,929.1
65.5,123,0.8,43.5,920.3
65.3,122.7,0.8,43.5,927.5
65.3,121.7,0.8,43.2,922.1
65.6,120.9,0.8,43.3,929.6
65.7,120.9,0.8,43.5,916.4
65.7,121.7,0.8,43.3,933.7
65.7,122.8,0.8,43.3,921.3
65.5,123.1,0.8,43.6,928.2
65.5,122.4,0.8,43.8,920.9
65.7,121.4,0.8,43.8,918.2
66,120.9,0.8,44,926.1
66.1,121.3,0.8,44.3,922.6
66,122.5,0.8,44.5,918.1
65.3,123.2,0.8,44.9,921.2
64.4,122.7,0.8,44.6,916.7
63.4,121.7,0.8,44.3,918.1
62.4,121,0.8,44.4,940.2
62.5,120.8,0.8,44.5,1232.2
62.5,121.8,0.8,44.1,1232.3
62.6,122.7,0.8,44.5,1230.5
62.4,123,0.8,44.7,1224.2
62.3,122.3,0.8,44.8,1224.4
62.2,121.3,0.8,44.6,1224.3
62.4,120.8,0.8,44.5,1218.4
62.5,121.2,0.8,44.3,1235.5
62.5,122.3,0.8,44.4,1221.7
62.4,122.9,0.8,44.4,1232.2
62.3,122.6,0.8,44.7,1227.4
62.2,121.6,0.8,44.6,1233.4
62.4,120.8,0.8,44.5,1224.3
62.3,120.9,0.8,44.5,1229
62.4,121.9,0.8,44.1,1226.1
62.3,122.7,0.8,44.3,1224.5
62.2,122.8,0.8,44.7,1225.3
61.9,121.9,0.8,44.3,1225.7
62,120.9,0.8,44.2,1233.1
62,120.7,0.8,44.1,1232
62.1,121.4,0.8,43.9,1235.9
62,122.5,0.8,44,1233.9
61.8,123,0.8,43.6,1225.9
61.8,122.4,0.8,43.8,1224.7
62,121.4,0.8,43.9,1227.6
62.3,120.8,0.8,44.2,1236.1
62.5,121.1,0.8,44.4,1226.2
62.5,122.1,0.8,44.5,1228.9
62.1,122.8,0.8,44,1222.7
61.9,122.6,0.8,44,1231.3
61.9,121.7,0.8,43.9,1229.3
62.2,120.8,0.8,44.3,1234.7
62.5,120.8,0.8,44.5,1226.4
62.5,121.6,0.8,44.6,1230.4
62.3,122.6,0.8,44.2,1234.6
62.4,122.8,0.8,44.3,1223.3
62.6,122.1,0.8,44.7,1237.4
62.9,121.1,0.8,45.4,1221.4
63.1,120.8,0.8,45.4,1235.7
63,121.4,0.8,45.5,1228.4
63,122.5,0.8,45,1227.5
62.8,122.9,0.8,45.2,1225.5
62.6,122.5,0.8,45.1,1242.3
62.5,121.4,0.8,44.9,1226.3
62.6,120.8,0.8,44.6,1220.1
62.7,121,0.8,44.7,1226.1
62.7,122,0.8,44.6,1220.6
62.7,122.8,0.8,44.6,1230.3
62.5,122.9,0.8,44.7,1223.8
62.4,122,0.8,44.5,1235.3
62.7,121,0.8,44.9,1223.5
62.7,120.7,0.8,45.4,1223.8
62.6,121.4,0.8,44.5,1216
62.6,122.4,0.8,44.9,1216.4
62.1,122.8,0.8,44.6,1218.7
61.7,122.3,0.8,43.9,1234.4
61.7,121.2,0.8,43.8,1244
