Discharge Temp(F),Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
71.1,120.8,1.2,46.7,769.9
71.1,121.8,1.2,47.7,773.5
70.7,121.7,1.1,51.9,782.5
69.5,120.5,1.2,57.9,783
67.7,120.4,1,61.5,788.3
67.6,120.6,0.2,61.5,786.1
67.5,120.6,0.2,61.6,788.9
67.7,120.5,0.2,61.6,787.9
67.7,120.3,0.2,61.6,782.2
67.8,119.9,0.2,61.7,785.9
67.8,119.5,0.2,61.7,779.4
67.8,119.4,0.2,61.7,783.6
67.8,119.6,0.2,61.7,789
67.7,119.9,0.2,61.8,784.7
67.6,120.2,0.2,61.6,784.5
67.6,120.5,0.2,61.6,783.1
67.7,120.7,0.2,61.7,781.9
67.6,120.7,0.2,61.6,784.6
67.6,120.6,0.2,61.6,786
67.6,120.3,0.2,61.5,786.4
67.7,119.9,0.2,61.5,795
67.7,119.5,0.2,61.5,798.6
67.8,119.3,0.2,61.6,785.9
67.7,119.5,0.2,62,789.4
67.7,119.7,0.2,61.8,788.2
67.8,120.1,0.2,61.7,789.6
67.9,120.4,0.2,61.8,785.7
67.9,120.6,0.2,61.9,783.2
67.9,120.7,0.2,62.1,781.9
67.8,120.6,0.2,61.9,781.1
67.9,120.4,0.2,61.8,783.8
67.9,120.1,0.2,62,790.5
67.9,119.6,0.2,62,789.7
67.7,119.4,0.2,61.8,787.5
67.6,119.3,0.2,61.7,780.9
67.7,119.6,0.2,61.7,788.3
67.6,119.9,0.2,61.8,781.9
67.5,120.2,0.2,61.7,787.7
67.4,120.5,0.2,61.5,785.7
67.5,120.6,0.2,61.5,782.7
67.5,120.6,0.2,61.6,785.8
67.5,120.4,0.2,61.6,786.4
67.5,120,0.2,61.5,783.4
67.6,119.7,0.2,61.6,791.7
67.5,119.4,0.2,61.6,789.4
67.5,119.3,0.2,61.5,792.3
67.5,119.4,0.2,61.6,787.6
67.5,119.8,0.2,61.4,783.3
67.5,120.1,0.2,61.4,783.7
67.6,120.4,0.2,61.6,788.8
67.8,120.5,0.2,61.8,786.1
67.7,120.5,0.2,61.9,789.6
67.7,120.3,0.2,61.8,785.7
67.7,120,0.2,61.8,786.2
67.7,119.6,0.2,61.7,782.5
67.6,119.2,0.2,61.6,780.9
67.6,119,0.2,61.6,784.7
67.7,119.2,0.2,61.6,788.1
67.7,119.5,0.2,61.6,787.5
67.7,119.9,0.2,61.8,783.4
67.6,120.1,0.2,61.9,791.1
67.7,120.3,0.2,61.9,779.7
67.8,120.3,0.2,61.9,784
67.9,120.2,0.2,61.9,789.9
68,120,0.2,62,791.2
68,119.7,0.2,62.1,786.8
68,119.3,0.2,62.1,783.2
68.1,119.2,0.2,62.1,789.7
68.1,119.2,0.2,62.2,785.2
68,119.5,0.2,62.3,792.7
67.9,119.8,0.2,62.1,787.6
67.8,120.1,0.2,62,780.4
67.7,120.4,0.2,61.8,789
68.1,120.6,0.2,61.7,790.4
68.2,120.8,0.2,62,782.9
68.1,120.6,0.2,62.3,789.1
68.3,120.3,0.2,62.4,780.7
68.2,119.9,0.2,62.5,780.4
68.3,119.6,0.2,62.4,786.1
68.2,119.5,0.2,62.5,779.5
68.2,119.7,0.2,62.5,784.5
67.9,120,0.2,62.4,790
67.6,120.4,0.2,62.1,786.9
67.4,120.7,0.2,61.7,783.1
67.4,121,0.2,61.5,787.4
67.4,121.1,0.2,61.5,785.9
67.4,121.1,0.2,61.5,784.3
67.3,121,0.2,61.4,782.1
67.4,120.7,0.2,61.5,791.3
67.6,120.4,0.2,61.6,782.3
67.8,120,0.2,61.8,783.8
67.9,119.6,0.2,62,791.6
68.1,119.6,0.2,62.1,787.8
68.1,119.9,0.2,62.4,794.4
68.2,120.3,0.2,62.6,784.1
68.1,120.8,0.2,62.7,789
68,121.3,0.2,62.8,785.2
67.7,122,0.2,62.6,781.2
67.3,122.8,0.2,62.3,788.3
67.1,123.3,0.2,62,779.2
66.7,123.2,0.2,61.6,785
66.2,122.4,0.2,61.2,791.9
65.7,121.1,0.2,60.6,782.6
65.5,120.7,0.2,60.1,795
65.3,121.4,0.2,59.7,786.7
65.1,122.2,0.2,59.5,785.4
64.9,122.6,0.2,59.2,785.4
64.7,122.2,0.2,59,786.5
64.4,121.2,0.2,58.8,790
64.1,120.3,0.2,58.5,788.4
63.9,120.5,0.2,58.3,786.1
63.7,120.9,0.2,58.1,788.7
63.5,120.9,0.2,57.9,783.6
63.4,120.4,0.2,57.5,788
63.3,119.5,0.2,57.3,789.2
63.1,119,0.2,57.3,787.8
62.8,119.2,0.2,57.1,788.3
62.7,119.5,0.2,56.8,793.5
62.6,119.7,0.2,56.7,787.6
62.5,119.9,0.2,56.6,784.7
62.3,119.9,0.2,56.4,786.6
62.3,119.9,0.2,56.3,784.8
62.2,119.8,0.2,56.4,787.5
62.2,119.5,0.2,56.3,789.2
62,119.2,0.2,56.1,786.4
61.9,118.9,0.2,56,791
61.9,119,0.2,55.8,792.1
61.9,119.3,0.2,55.7,797.6
62.2,119.8,0.2,55.7,787.7
62,120.3,0.2,55.9,788.3
62.2,120.8,0.2,55.9,788.2
62.4,121.4,0.2,55.9,786
62.3,121.9,0.2,56.1,790.8
62.1,122.4,0.2,56.4,785.4
61.9,122.8,0.2,56.4,785.3
61.7,123.1,0.2,56.1,783.3
61.6,122.8,0.2,55.9,784.9
61.5,121.7,0.2,55.7,787
61.4,120.8,0.2,55.4,788.2
61.3,121,0.2,55.4,788.8
61.3,121.9,0.2,55.2,791.7
61.2,122.5,0.2,55.2,780.2
61.1,122.7,0.2,55.1,792.4
61.1,122,0.2,55.1,790.4
61.1,120.9,0.2,55.1,797.8
61.1,120.5,0.2,54.9,796
61,121,0.2,54.9,794.7
60.9,121.8,0.2,54.8,791.2
60.9,122.1,0.2,54.8,791.1
60.9,121.9,0.2,54.8,789.6
60.9,121,0.2,54.7,786.8
60.9,120.2,0.2,54.6,787.6
60.9,120.4,0.2,54.7,786.3
60.9,121,0.2,54.8,795
60.9,121.4,0.2,54.8,790
60.9,121.5,0.2,54.8,790.3
60.9,121,0.2,54.7,792.6
60.7,120.2,0.2,54.7,790
60.7,119.7,0.2,54.6,799.6
60.6,119.9,0.2,54.5,786.3
60.6,120,0.2,54.4,794.8
60.7,120,0.2,54.5,792.8
60.7,119.8,0.2,54.6,790
60.7,119.5,0.2,54.6,792.1
60.8,119.2,0.2,54.5,794.9
60.7,119,0.2,54.6,793.9
60.7,119,0.2,54.6,787.9
60.9,119.3,0.2,54.6,784.6
60.8,119.7,0.2,54.5,793.2
60.9,120.2,0.2,54.6,794.1
60.8,120.7,0.2,54.7,788.5
60.8,121.2,0.2,54.6,788.4
60.8,121.7,0.2,54.5,796.2
60.8,122.1,0.2,54.6,791.2
60.8,122.6,0.2,54.7,792
60.6,122.9,0.2,54.7,783.3
60.6,123.2,0.2,54.6,795.4
60.8,123.1,0.2,54.7,791.9
60.8,122.3,0.2,54.7,794.1
60.7,121.2,0.2,54.9,789
60.7,121,0.2,54.7,791.6
60.7,121.9,0.2,54.7,796.9
60.5,122.7,0.2,54.9,785.1
60.4,123,0.2,54.7,788.9
60.4,122.5,0.2,54.5,795.5
60.3,121.4,0.2,54.3,789.7
60.3,120.8,0.2,54.3,794.6
60.2,121.2,0.2,54.4,790.6
60,122,0.2,54.2,791.7
60,122.4,0.2,54.1,795
59.9,122.4,0.2,53.9,791.8
60,121.6,0.2,53.8,789.6
59.9,120.7,0.2,53.8,800.3
59.8,120.7,0.2,53.8,799.1
59.6,121.3,0.2,53.7,793.6
59.6,121.7,0.2,53.5,790
59.6,121.7,0.2,53.5,785.7
59.7,121.2,0.2,53.6,791.3
59.6,120.4,0.2,53.7,787.5
59.5,119.8,0.2,53.7,797
59.5,119.8,0.2,53.6,788.7
59.5,120,0.2,53.4,791.6
59.6,120.1,0.2,53.3,790.3
59.6,119.8,0.2,53.5,798.4
59.7,119.5,0.2,53.5,789.7
59.7,119.2,0.2,53.4,792
59.7,119,0.2,53.4,792.8
59.7,119,0.2,53.4,784.5
59.9,119.3,0.2,53.5,789.9
60,119.7,0.2,53.6,795.9
60.2,120.2,0.2,53.7,783.3
60.2,120.7,0.2,53.7,792.4
60.2,121.2,0.2,53.9,793.5
60.2,121.7,0.2,54.1,783.9
60.3,122.1,0.2,54.1,797.2
60.3,122.6,0.2,54.2,783
60.2,122.9,0.2,54.3,789.9
60.3,123.2,0.2,54.1,798.6
60.4,123.1,0.2,54.5,791.5
60.4,122.3,0.2,54.6,793.4
60.4,121.2,0.2,54.5,789.7
60.3,121.1,0.2,54.4,790.6
60.3,122,0.2,54.2,792.3
60.1,122.8,0.2,54.2,796.4
60.1,123.1,0.2,54.1,787.8
60.1,122.5,0.2,53.9,798.2
60.1,121.4,0.2,54.1,788.2
60,120.8,0.2,54.1,793.4
59.9,121.3,0.2,53.9,790.4
59.9,122.1,0.2,53.8,794.8
60,122.5,0.2,53.7,783.7
60,122.4,0.2,54,792.4
59.9,121.6,0.2,54,799.1
59.9,120.7,0.2,53.9,788.6
59.9,120.7,0.2,53.9,792.2
59.7,121.4,0.2,53.9,790.5
59.5,121.8,0.2,53.9,791.3
59.4,121.8,0.2,53.8,795.1
59.3,121.2,0.2,53.6,794.6
59.3,120.4,0.2,53.5,793
59.2,119.8,0.2,53.4,793.4
59.2,119.9,0.2,53.4,797.1
59.1,120.2,0.2,53.3,791.2
59.2,120.2,0.2,53.2,788.9
59.2,119.8,0.2,53.1,791.9
59.2,119.5,0.2,53.2,797.7
59.3,119.1,0.2,53.3,794.5
59.5,118.9,0.2,53.4,790.4
59.4,119,0.2,53.5,794.4
59.4,119.3,0.2,53.5,795.1
59.5,119.7,0.2,53.5,795
59.6,120.2,0.2,53.6,784.9
59.6,120.7,0.2,53.8,797.1
59.6,121.3,0.2,53.7,786.5
59.4,121.8,0.2,53.7,790.7
59.2,122.3,0.2,53.6,795.2
59.1,122.8,0.2,53.4,788
58.9,123.3,0.2,53.3,785.3
58.9,123.6,0.2,53.3,781.2
58.8,123.3,0.2,53,791.4
58.9,122,0.2,52.8,790.5
59.1,121,0.2,53,793.7
59,121.5,0.2,53.3,786.7
58.8,122.5,0.2,53.4,795.4
58.6,123.2,0.2,53.1,795.7
58.5,123.2,0.2,52.9,784.4
58.5,122.2,0.2,52.6,787.9
58.4,121,0.2,52.7,792.5
58.4,121,0.2,52.8,792.2
58.1,121.9,0.2,52.6,793.1
58,122.7,0.2,52.4,792.3
57.7,122.8,0.2,52.1,795.4
57.5,122,0.2,51.9,799.3
57.2,121,0.2,51.5,788.9
56.8,120.9,0.2,51,789.2
56.7,121.6,0.2,50.6,792.5
56.8,122.2,0.2,50.5,794.1
56.9,122.2,0.2,50.5,792.8
56.9,121.5,0.2,50.6,782.4
56.9,120.6,0.2,50.5,794.2
57,120.4,0.2,50.4,787.2
57.1,120.8,0.2,50.6,794.3
57.1,121.4,0.2,50.9,790.4
57.2,121.5,0.2,50.9,787
57.4,121.1,0.2,50.8,792.6
57.7,120.4,0.2,51.1,798.1
57.9,119.9,0.2,51.6,790.9
57.8,120.2,0.2,51.8,795.5
57.9,120.5,0.2,51.9,794.7
57.9,120.7,0.2,51.8,791.3
57.9,120.8,0.2,51.8,793.2
57.9,120.9,0.2,51.7,795.8
58,120.7,0.2,51.9,789.7
58.2,120.4,0.2,52.3,795.1
58.2,120.2,0.2,52.5,794.2
58.2,120,0.2,52.5,788.9
58.1,119.9,0.2,52.5,797.3
57.9,119.9,0.2,52.5,795.1
57.7,120.1,0.2,52.2,799.8
57.4,120.4,0.2,51.9,787.7
57.2,121,0.2,51.5,793.6
57,121.9,0.2,51.1,793.6
56.8,122.9,0.2,50.8,796.2
56.8,123.5,0.2,50.5,793.7
56.9,123.4,0.2,50.5,795.9
57.1,122.3,0.2,50.6,797.8
57,121.2,0.2,50.6,793.9
57,121.5,0.2,50.6,795.7
57,122.4,0.2,50.5,785.8
57.1,123.1,0.2,50.6,794
57.3,123,0.2,50.8,791.7
57.4,122.1,0.2,51,790.5
57.3,121.1,0.2,51.1,796.7
57.2,120.9,0.2,51,792.9
57.1,121.6,0.2,51,789.1
57.2,122.3,0.2,50.8,796.9
57.4,122.5,0.2,50.8,802.5
57.6,121.9,0.2,51,790.5
57.7,120.9,0.2,51,798.9
57.9,120.5,0.2,51.1,794.1
58.2,121,0.2,51.5,798.7
58.2,121.6,0.2,51.9,796.8
58.2,121.7,0.2,52.4,791.5
58.1,121.4,0.2,52.5,785.9
57.8,120.7,0.2,52.4,786.6
57.5,120.2,0.2,52.1,794.7
57.2,120.2,0.2,51.6,798.7
57.2,120.3,0.2,51.1,787.2
57.2,120.3,0.2,50.8,799
57.4,120.1,0.2,50.8,791.3
57.7,119.8,0.2,51.2,784.2
57.9,119.4,0.2,51.6,800.1
58.1,119.2,0.2,51.8,792.7
58.3,119.3,0.2,51.9,791.9
58.7,119.6,0.2,52.1,797.2
59,120,0.2,52.5,781.9
59.1,120.4,0.2,52.9,792.8
59.3,121,0.2,53.2,788
59.3,121.6,0.2,53.3,789.6
59.3,122.2,0.2,53.4,792.1
59.4,122.7,0.2,53.4,796.1
59.4,123.2,0.2,53.6,794.8
59.5,123.4,0.2,53.6,792.6
59.7,123.1,0.2,53.6,788.3
59.9,121.9,0.2,53.9,788.4
60,121.1,0.2,54.2,791.6
60.1,121.4,0.2,54.4,788.5
60.1,122.4,0.2,54.6,791.7
60.2,122.9,0.2,54.5,798.4
60.3,123,0.2,54.5,792.9
60.6,122.4,0.2,54.5,788.9
60.9,121.3,0.2,54.4,797.1
61.5,120.9,0.2,54.4,791.4
62.3,121.3,0.2,54.6,785
63.3,122.2,0.2,54.9,796.4
63.8,122.8,0.2,55.6,566.6
63.8,123,0.2,55.6,564.6
63.9,122.7,0.2,55.5,561.7
63.8,121.9,0.2,55.4,566.9
63.9,121.1,0.2,55.3,564.2
63.9,121.2,0.2,55.3,568.5
63.9,122,0.2,55.5,566.8
63.8,122.7,0.2,55.6,567.1
63.9,123.1,0.2,55.6,563.9
64,123,0.2,55.7,566.7
63.9,122.3,0.2,55.7,570
63.9,121.3,0.2,55.7,565.5
64.2,120.9,0.2,55.6,565.1
64.1,121.5,0.2,55.8,563.2
63.8,122.4,0.2,55.9,564.8
63.7,123,0.2,55.9,563.5
63.7,123.2,0.2,55.6,569.8
63.6,122.7,0.2,55.4,565.4
63.6,121.7,0.2,55.3,563.8
63.6,121,0.2,55.3,570.6
63.5,121.2,0.2,55.5,569.2
63.3,122,0.2,55.4,564.6
63.1,122.7,0.2,55.2,561.5
63,123,0.2,55.1,573.8
62.9,122.8,0.2,55,568.4
62.8,121.8,0.2,54.7,561.6
62.7,121,0.2,54.6,566.2
62.7,121,0.2,54.5,563
62.5,121.8,0.2,54.3,565.5
62.3,122.3,0.2,53.9,561.9
62.4,122.3,0.2,53.6,564.4
62.5,121.7,0.2,53.5,568.7
62.6,120.9,0.2,53.6,564.8
62.7,120.5,0.2,53.8,564.9
62.7,120.8,0.2,54,573
62.7,121.1,0.2,54.3,564.5
62.6,121,0.2,54.3,568.4
62.7,120.6,0.2,54.3,572.3
62.7,120,0.2,54.2,572.6
62.9,119.5,0.2,54.3,564
63,119.5,0.2,54.3,569.6
63,119.7,0.2,54.3,572
63,119.9,0.2,54.4,567.1
63.1,119.9,0.2,54.5,566.8
63.2,119.8,0.2,54.7,567.6
63.1,119.5,0.2,54.6,566.6
63.2,119.2,0.2,54.8,565.3
63.3,119,0.2,54.8,565
63.3,118.9,0.2,54.8,564.4
63.3,119.1,0.2,54.8,566.2
63.3,119.4,0.2,55,558.5
63.2,119.8,0.2,55,563.5
63.3,120,0.2,55,564.7
63.3,120,0.2,55,568.1
63.4,119.9,0.2,55,567.4
63.4,119.7,0.2,55.1,566.1
63.5,119.4,0.2,55.2,559.8
63.5,119.1,0.2,55.2,567.8
63.6,119,0.2,55.2,566.1
63.7,119.3,0.2,55.2,565.3
63.6,119.6,0.2,55.3,565.8
63.7,119.9,0.2,55.4,565.3
63.8,120.1,0.2,55.4,562.3
63.7,120.1,0.2,55.4,568.2
63.6,120,0.2,55.4,566.1
63.8,119.7,0.2,55.4,562.8
63.8,119.3,0.2,55.4,570.3
63.9,119.1,0.2,55.5,563.5
63.8,119.1,0.2,55.5,567.4
63.9,119.3,0.2,55.6,566.3
64.1,119.7,0.2,55.7,563
64.1,120.1,0.2,55.7,562.9
64,120.3,0.2,55.8,566.1
64,120.3,0.2,55.8,563.5
64,120.2,0.2,55.8,563.7
64.2,120,0.2,55.8,565.1
64.3,119.6,0.2,55.8,571.7
64.3,119.3,0.2,55.8,570.3
64.4,119.3,0.2,55.9,566.2
64.4,119.4,0.2,56,568.1
64.2,119.7,0.2,56.1,567.8
64.5,120.1,0.2,56.1,566.1
64.4,120.3,0.2,56.2,562.7
64.4,120.3,0.2,56.3,570.2
64.6,120.3,0.2,56.5,568.7
64.7,120.1,0.2,56.5,569
64.8,119.8,0.2,56.6,568.9
64.7,119.4,0.2,56.6,565.3
64.8,119.3,0.2,56.6,567.2
64.9,119.4,0.2,56.7,567.2
64.8,119.7,0.2,56.6,567.3
64.8,120.1,0.2,56.6,559.8
64.8,120.3,0.2,56.7,570.7
64.8,120.4,0.2,56.7,568.8
64.9,120.4,0.2,56.8,566.1
64.8,120.2,0.2,56.8,556.9
65.1,119.9,0.2,56.8,571.9
65.1,119.5,0.2,56.9,569.2
65.2,119.3,0.2,57,565.2
65.1,119.4,0.2,57.1,573
65.2,119.7,0.2,57.2,562.5
65.1,120.1,0.2,57.1,569
65,120.3,0.2,57.1,563.8
65,120.5,0.2,57.1,560.6
65,120.5,0.2,57.1,569.5
65,120.4,0.2,57.1,570.6
64.8,120.1,0.2,57.1,568.6
64.8,119.8,0.2,57,569.5
64.6,119.5,0.2,56.9,568.5
64.3,119.6,0.2,56.8,569.9
64.1,119.9,0.2,56.5,567.1
63.9,120.2,0.2,56.2,568.2
63.7,120.5,0.2,55.7,569.1
63.7,120.7,0.2,55.1,569.7
63.8,120.8,0.2,55,568.9
63.9,120.6,0.2,54.9,568.5
64.1,120.4,0.2,55.2,574.7
64.3,120,0.2,55.4,569.2
64.5,119.7,0.2,55.5,569.7
64.6,119.7,0.2,55.7,572.2
64.7,119.9,0.2,55.8,571.4
64.7,120.3,0.2,55.9,570
64.6,120.6,0.2,56,570.5
64.7,120.9,0.2,56,568.7
64.9,121,0.2,56.1,569.1
64.9,121,0.2,56.3,572.7
65,120.8,0.2,56.3,571.4
65.2,120.6,0.2,56.4,563.3
65.3,120.2,0.2,56.5,570.2
65.4,120,0.2,56.6,565.2
65.5,120.1,0.2,56.7,572.2
65.7,120.4,0.2,56.7,574.7
65.8,120.8,0.2,56.9,569
65.9,121.1,0.2,57.1,573.5
66,121.3,0.2,57.2,567.4
66.1,121.5,0.2,57.4,571.1
66.3,121.4,0.2,57.6,568.6
66.5,121.2,0.2,57.8,570.2
66.5,120.9,0.2,57.9,571
66.6,120.5,0.2,58.1,571.6
66.6,120.2,0.2,58.2,575.3
66.7,120.1,0.2,58.2,572.9
66.8,120.3,0.2,58.3,571.8
66.9,120.6,0.2,58.3,572.7
66.9,120.9,0.2,58.4,568.1
67,121.1,0.2,58.5,573.3
67.2,121.2,0.2,58.6,574.5
67.3,121.2,0.2,58.7,569.7
67.5,121.1,0.2,58.9,568.1
67.7,120.9,0.2,59,571.5
67.9,120.6,0.2,59.3,572
68.1,120.3,0.2,59.6,566
68.3,120.3,0.2,59.9,571.5
68.4,120.5,0.2,60.1,569.9
68.7,120.9,0.2,60.4,571.7
68.7,121.3,0.2,60.6,569.2
68.6,121.6,0.2,60.7,567.3
68.6,121.7,0.2,60.8,573.8
68.6,121.8,0.2,60.9,572.7
68.4,121.6,0.2,61,567.9
68.4,121.3,0.2,60.8,575.5
68.5,120.9,0.2,60.7,568.7
68.5,120.5,0.2,60.8,574.7
68.3,120.2,0.2,60.8,568.7
68.4,120.2,0.2,60.5,569.6
68.5,120.5,0.2,60.5,577.8
68.6,120.9,0.2,60.5,570.4
68.5,121.2,0.2,60.7,575.1
68.8,121.5,0.2,60.7,577.7
68.8,121.6,0.2,60.8,573.2
68.8,121.5,0.2,60.8,575.5
68.9,121.3,0.2,60.9,572
69.1,121,0.2,60.9,570.9
69.3,120.7,0.2,61,575.4
69.5,120.4,0.2,61.2,573.4
69.8,120.4,0.2,61.5,575.7
69.9,120.7,0.2,61.8,568.7
70,121.1,0.2,62.3,582.5
69.9,121.4,0.2,62.7,572
69.5,121.7,0.2,62.8,574.6
69.1,121.8,0.2,62.6,569.2
68.8,121.8,0.2,62.2,572.5
68.6,121.6,0.2,61.9,568.1
68.5,121.3,0.2,61.4,572.4
68.4,120.8,0.2,60.9,575.1
68.5,120.4,0.2,60.8,571.1
68.4,120.2,0.2,60.6,575.6
68.5,120.3,0.2,60.5,577.3
68.6,120.6,0.2,60.4,570
68.7,121,0.2,60.5,573.9
68.8,121.3,0.2,60.6,570.2
68.8,121.5,0.2,60.7,574.2
68.9,121.6,0.2,60.9,569.7
69,121.5,0.2,60.8,575.2
69.2,121.2,0.2,61.1,576.4
69.4,120.9,0.2,61.2,568.5
69.6,120.5,0.2,61.5,577.4
69.9,120.3,0.2,61.7,574.3
70,120.4,0.2,62,570.5
70,120.8,0.2,62.5,575.1
69.8,121.2,0.2,62.7,569.9
69.5,121.5,0.2,62.4,571.1
69.4,121.7,0.2,62.1,569.2
69.5,121.7,0.2,61.8,576.7
69.4,121.7,0.2,61.9,574.8
69.4,121.4,0.2,62.1,573.4
69.3,121.1,0.2,62.1,571.1
69.1,120.6,0.2,62,567.8
69,120.2,0.2,61.7,571.6
69.2,120.1,0.2,61.1,568.6
69.1,120.3,0.2,61,575.8
69.1,120.7,0.2,61.1,572.2
69.1,121,0.2,61.1,575.5
69.3,121.3,0.2,61.2,575.2
69.4,121.5,0.2,61.3,569.2
69.6,121.6,0.2,61.5,569
69.9,121.6,0.2,61.6,571.9
70.2,121.4,0.2,61.8,572.8
70.5,121,0.2,62.1,572.8
70.8,120.6,0.2,62.6,571
70.9,120.4,0.2,63,565.4
70.9,120.4,0.2,63.5,571.9
70.8,120.7,0.2,63.9,574.1
70.5,121,0.2,63.9,573.5
70.2,121.3,0.2,63.8,566.3
69.9,121.5,0.2,63.6,568.7
69.4,121.6,0.2,63.2,571.1
68.9,121.5,0.2,62.8,573.4
68.6,121.2,0.2,62.2,578.9
68.5,120.8,0.2,61.5,571
68.4,120.4,0.2,60.8,573.2
68.4,120.2,0.2,60.4,570.6
68.4,120.2,0.2,60.4,569.8
68.4,120.5,0.2,60.4,572.1
68.4,120.8,0.2,60.4,577.2
68.4,121.2,0.2,60.4,567.8
68.5,121.6,0.2,60.4,572.1
68.6,121.8,0.2,60.4,575.4
68.6,121.8,0.2,60.5,572.3
68.7,121.7,0.2,60.5,577.6
68.9,121.4,0.2,60.8,572.7
68.9,121.1,0.2,61,571.2
69,120.7,0.2,61.1,574.8
68.9,120.5,0.2,61.1,571.5
68.8,120.6,0.2,61,569.8
68.7,120.9,0.2,61,576.6
68.7,121.2,0.2,60.9,574.6
68.6,121.4,0.2,60.9,575.6
68.5,121.6,0.2,60.8,575
68.5,121.6,0.2,60.7,577.2
68.5,121.5,0.2,60.6,574.9
68.7,121.3,0.2,60.5,576.4
68.9,120.9,0.2,60.6,573
69,120.6,0.2,60.8,576
69.1,120.3,0.2,60.9,571
69.2,120.2,0.2,61,572.5
69.2,120.4,0.2,61.2,570.2
69.4,120.7,0.2,61.3,567.6
69.4,121,0.2,61.4,572.1
69.5,121.3,0.2,61.5,568.9
69.6,121.4,0.2,61.6,572.7
69.9,121.4,0.2,61.7,576.1
70.1,121.3,0.2,61.8,573.1
70.4,121.1,0.2,62,569.8
70.6,120.8,0.2,62.4,574.7
70.8,120.6,0.2,62.9,566
70.8,120.4,0.2,63.3,569.5
70.6,120.5,0.2,63.8,570.5
70.4,120.7,0.2,64,572.5
69.9,121,0.2,63.7,572.8
69.5,121.2,0.2,63.3,574.4
69,121.2,0.2,62.8,572.6
68.7,121.2,0.2,62.2,571.5
68.7,121,0.2,61.5,577.2
68.6,120.7,0.2,61,570.4
68.7,120.2,0.2,60.7,572.6
68.7,119.8,0.2,60.7,571.8
68.7,119.6,0.2,60.8,575.4
68.8,119.7,0.2,60.7,572
68.8,120,0.2,60.8,571.3
68.8,120.3,0.2,60.9,575.3
68.8,120.6,0.2,60.9,571.9
68.8,120.8,0.2,60.9,565
68.8,120.9,0.2,60.9,573.6
68.9,120.8,0.2,61,574.1
68.9,120.5,0.2,61,577.1
69.1,120.2,0.2,61.2,570.9
69.1,119.9,0.2,61.2,568
69.2,119.7,0.2,61.2,570.5
69.1,119.8,0.2,61.2,574.6
69.3,120.1,0.2,61.4,570.1
69.2,120.5,0.2,61.3,569.1
69.2,120.8,0.2,61.3,572.5
69.3,121,0.2,61.3,569
69.4,121.1,0.2,61.3,571
69.6,121.1,0.2,61.4,569.8
69.8,120.8,0.2,61.5,577.7
70,120.5,0.2,61.7,568
70.2,120.2,0.2,61.8,573.6
70.5,119.9,0.2,62.1,575.4
70.9,120,0.2,62.4,573.9
71.2,120.3,0.2,62.9,571.1
71.2,120.7,0.2,63.4,569.7
71.3,121.1,0.2,64,569.3
71,121.3,0.2,64.4,571.9
70.6,121.4,0.2,64.5,570.9
70,121.2,0.2,64.1,572.4
69.6,120.9,0.2,63.6,567
69.3,120.5,0.2,63,571.5
69.1,120,0.2,62.3,569.8
69.2,119.7,0.2,61.5,571.9
69.1,119.7,0.2,61.2,572.3
69.2,120,0.2,61.2,576.2
69.2,120.4,0.2,61.2,578
69.3,120.7,0.2,61.2,570.9
69.4,121.1,0.2,61.3,567
69.4,121.2,0.2,61.4,570.3
69.4,121.2,0.2,61.6,569.6
69.4,121,0.2,61.6,571.8
69.4,120.7,0.2,61.6,571.1
69.5,120.4,0.2,61.5,573.8
69.6,120.2,0.2,61.4,570.8
69.6,120.2,0.2,61.5,570.3
69.7,120.4,0.2,61.6,571.7
69.8,120.8,0.2,61.7,571
69.9,121.2,0.2,61.8,567.6
70,121.5,0.2,61.9,569.8
70.2,121.6,0.2,62.1,572.8
70.4,121.7,0.2,62.3,568.9
70.8,121.6,0.2,62.6,569.7
70.8,121.3,0.2,63,574.6
70.9,120.9,0.2,63.5,572.4
70.7,120.5,0.2,63.9,565.3
70.3,120.2,0.2,63.9,568.4
70,120.2,0.2,63.5,569.7
69.7,120.4,0.2,63,573.6
69.4,120.6,0.2,62.7,576
69.2,120.9,0.2,62.4,573.4
69.2,121.2,0.2,61.9,570.4
69.2,121.3,0.2,61.5,573.9
69.1,121.3,0.2,61.3,573.9
69.2,121.1,0.2,61.3,571.2
69.3,120.9,0.2,61.1,578
69.4,120.5,0.2,61.2,563.5
69.6,120.1,0.2,61.2,573.2
69.7,120.1,0.2,61.5,568.3
69.9,120.2,0.2,61.7,568.9
70.1,120.6,0.2,61.8,575.4
70.3,120.9,0.2,62,571.3
70.4,121.1,0.2,62.3,575.4
70.6,121.3,0.2,62.6,570.4
70.9,121.3,0.2,63,570.8
71,121.2,0.2,63.5,569.3
70.7,120.9,0.2,63.9,567
70.3,120.5,0.2,64,568.2
69.9,120.1,0.2,63.6,570.3
69.5,119.8,0.2,63,570.1
69.3,119.9,0.2,62.4,569.5
69.3,120.2,0.2,61.9,575.1
69.3,120.5,0.2,61.5,570.2
69.4,120.9,0.2,61.4,574.8
69.5,121.1,0.2,61.5,568.9
69.6,121.2,0.2,61.6,576.5
69.6,121.1,0.2,61.8,572.1
69.7,120.8,0.2,61.8,571.7
69.8,120.4,0.2,62,573.4
69.9,120,0.2,62.1,572.7
69.9,119.7,0.2,62.1,578
70,119.7,0.2,62.1,570.2
