Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
115.9,0.0,63.0,1225.5
121.9,0.6,42.6,852.5
118.0,0.1,74.2,741.5
116.7,0.1,82.1,868.2
118.3,0.2,45.3,1230.2
123.3,1.1,27.0,717.8
120.3,0.3,57.0,1005.2
120.6,0.3,65.5,890.2
122.2,0.8,64.7,1346.0
121.4,0.0,55.2,869.7
122.8,0.8,55.8,1229.6
121.8,0.2,52.7,1019.4
119.8,0.2,69.1,1068.1
119.3,0.2,62.3,816.1
123.3,0.1,51.6,1174.7
121.8,0.8,45.3,1225.5
120.4,0.3,72.9,831.7
120.8,0.6,55.2,1159.4
120.1,0.2,62.5,831.7
122.4,1.6,44.1,995.5
120.5,0.8,53.9,557.2
121.2,0.6,39.9,1012.4
120.8,0.2,75.2,758.6
119.7,0.8,62.5,1050.1
120.7,0.2,75.0,653.3
121.2,1.6,61.5,1177.8
121.0,0.4,36.1,931.0
119.9,0.3,56.2,1216.4
123.8,0.2,50.1,1169.6
120.1,0.3,77.6,1370.9
119.5,0.2,62.1,571.8
121.0,0.8,44.9,1223.5
121.0,1.1,31.1,788.5
120.7,0.6,73.0,1167.6
119.7,1.6,58.4,1300.2
120.9,0.3,50.5,711.4
119.9,1.6,40.1,965.3
119.0,0.3,57.2,1012.8
123.1,0.9,46.6,860.4
119.5,0.2,55.4,718.3
121.6,1.6,57.4,1343.6
119.9,0.2,67.9,1048.1
121.4,0.8,62.4,1062.3
122.2,0.8,56.4,1165.2
124.8,0.0,37.8,651.2
123.1,0.0,39.1,643.3
123.4,0.6,51.0,629.6
102.4,0.3,75.9,1372.8
121.6,0.8,62.1,1044.2
121.5,0.6,67.7,977.9
120.4,0.2,51.1,798.1
121.4,0.3,52.7,711.0
121.7,0.4,35.4,930.3
120.6,0.8,62.8,1063.7
120.7,0.6,53.8,1252.0
118.5,0.1,58.0,1009.1
123.2,0.2,57.4,1020.2
117.5,0.1,82.4,1184.7
120.0,1.1,54.7,685.4
118.0,0.2,75.4,1340.6
120.5,0.0,36.3,650.7
120.0,0.2,62.1,810.2
118.8,0.4,83.0,1337.2
121.2,0.4,59.2,877.0
118.2,0.1,74.5,1316.7
119.4,0.2,75.0,1184.1
121.0,0.8,61.8,1068.1
122.6,0.2,51.8,1179.4
121.2,0.2,55.5,569.2
119.1,0.2,61.6,818.0
120.8,0.8,56.0,1217.5
121.2,0.2,75.2,828.3
120.9,0.4,70.8,792.7
118.7,0.2,55.8,726.1
119.7,0.2,49.7,1182.8
120.0,0.2,56.2,1014.0
119.8,0.2,80.3,576.2
119.9,0.2,61.7,830.2
120.1,1.6,58.8,1268.0
119.6,0.2,75.2,1157.8
118.0,0.1,73.3,658.1
122.1,1.1,28.4,801.3
121.8,1.2,47.7,773.5
120.4,0.2,55.8,799.1
121.2,1.1,51.7,860.4
120.4,0.3,46.6,721.1
117.6,0.1,80.4,1111.6
120.6,1.6,42.3,1002.6
117.9,0.1,82.3,1184.7
120.5,0.6,42.6,854.9
117.1,0.1,81.4,871.7
121.8,0.4,52.8,1007.0
119.7,0.2,77.7,1269.0
122.6,1.6,39.8,970.6
120.3,0.2,75.1,1137.3
116.7,0.1,82.1,1185.0
121.9,1.6,57.8,884.3
122.5,0.6,50.6,633.5
119.7,0.3,71.1,837.0
117.7,0.0,54.6,863.8
119.5,1.2,47.5,853.4
119.6,0.3,77.5,1407.9
117.5,0.1,82.4,1176.8
120.0,0.2,55.0,1083.2
121.0,0.4,82.8,1331.9
121.1,0.2,82.1,1015.4
119.0,0.2,75.4,740.0
119.0,0.2,75.3,1178.8
122.0,1.6,43.4,1227.2
117.7,0.1,82.2,1184.0
119.7,0.8,56.7,1123.7
116.8,0.1,82.2,1181.5
120.5,0.4,54.5,1013.9
118.3,0.1,74.5,1298.2
116.2,0.0,63.8,1231.2
122.6,0.8,36.4,926.1
119.4,0.2,74.4,1180.7
120.4,0.1,52.6,1084.3
120.9,0.4,34.3,943.1
116.7,0.1,81.3,1103.0
119.2,0.2,78.6,799.3
121.9,1.2,47.4,853.8
120.9,0.2,52.5,1022.5
119.2,0.2,73.1,563.1
118.9,0.1,74.7,737.1
120.0,1.1,53.5,542.6
119.0,0.4,61.0,1002.3
121.0,0.2,56.1,569.1
120.6,1.1,59.9,894.1
120.0,0.2,61.7,804.9
121.0,0.8,55.5,1129.5
118.9,0.1,56.9,644.8
120.4,0.3,77.4,1404.5
120.8,1.6,55.4,892.6
122.3,1.6,59.0,1275.3
121.4,0.4,54.5,999.7
120.9,0.8,44.2,1233.1
121.6,0.2,60.8,573.2
114.8,0.3,73.1,1378.2
115.7,0.0,63.3,1231.2
122.6,1.6,59.4,540.6
119.7,0.6,65.2,630.8
120.4,0.3,77.1,1008.2
119.2,0.0,54.7,867.3
120.6,0.0,55.3,868.8
119.7,0.8,66.5,995.5
122.4,0.8,35.4,935.0
122.2,1.1,29.3,794.5
120.9,0.2,51.7,795.8
122.9,1.1,51.7,847.5
120.4,0.2,54.0,1030.2
121.5,1.6,58.2,557.7
116.9,0.1,81.7,870.9
122.1,1.6,54.7,907.2
118.0,0.1,74.2,1300.7
119.9,0.2,52.8,1173.0
119.1,0.3,55.8,1238.9
119.6,0.2,62.2,798.0
121.0,0.8,61.8,1090.1
122.5,0.2,48.1,1173.9
120.6,1.1,50.6,838.5
120.3,1.2,47.0,852.1
123.5,1.1,29.2,795.4
121.1,0.2,39.3,1250.5
120.1,0.2,63.9,817.5
121.1,0.6,52.6,637.3
119.4,0.4,66.8,948.2
117.9,0.1,81.5,871.3
122.7,0.8,45.8,1222.1
120.2,0.2,56.4,798.9
119.9,0.2,52.7,1084.0
121.9,0.8,63.7,1354.8
117.2,0.1,81.4,1101.5
121.2,0.2,47.5,1179.5
122.8,0.8,55.8,1233.7
118.7,0.2,62.9,814.1
119.8,1.6,60.4,1182.7
116.9,0.1,81.9,1105.2
119.3,0.2,62.3,566.4
121.8,0.8,37.1,932.0
119.7,0.2,64.0,1014.9
117.5,0.2,55.9,856.0
119.5,1.6,44.4,990.1
119.2,0.2,75.0,1170.5
121.8,0.4,52.6,1001.1
121.9,1.6,39.8,979.9
119.7,0.8,62.7,1073.0
121.2,0.2,37.3,1248.5
120.5,1.6,61.8,1159.8
122.9,0.2,54.3,789.9
121.1,0.2,53.1,1096.4
121.6,0.2,56.8,1022.0
120.3,1.6,55.6,873.1
121.4,0.4,58.8,530.4
122.7,1.6,57.1,1271.4
118.6,0.1,74.1,750.8
121.4,1.6,57.9,1359.2
118.9,0.2,55.9,857.2
123.1,0.2,60.9,1022.9
117.5,0.1,80.1,1106.9
120.4,0.8,69.7,1262.1
122.3,0.4,52.9,1009.4
123.1,0.9,47.0,862.6
122.2,1.6,36.1,768.3
120.2,0.6,69.9,1175.4
119.6,1.6,35.9,783.4
121.7,0.6,82.2,1354.8
121.2,0.8,37.2,929.6
122.2,0.4,52.8,1001.6
121.2,0.2,58.7,569.7
120.1,0.4,59.2,528.0
121.1,0.2,55.9,728.4
119.3,0.2,75.1,715.2
121.6,0.6,61.5,808.8
119.8,0.2,73.9,1193.9
119.6,0.6,47.1,1084.5
122.4,1.6,60.8,1170.5
121.7,0.2,61.8,576.7
120.9,0.4,32.3,942.6
121.5,0.6,59.4,568.5
122.2,0.4,31.9,949.6
121.5,0.4,76.7,1171.5
120.1,0.2,55.9,852.7
123.1,0.2,50.4,1173.6
119.7,0.2,56.5,850.3
121.8,1.1,28.4,716.9
119.3,0.4,36.3,936.2
119.1,0.2,74.9,1178.3
122.5,1.1,61.2,1319.7
116.2,0.0,63.7,1239.5
121.9,1.2,35.2,712.3
120.6,0.8,61.8,1078.8
119.4,0.2,75.4,1175.4
118.8,0.0,54.8,857.5
119.8,1.6,55.8,647.4
120.2,0.4,58.3,1009.2
121.2,1.1,26.6,716.8
121.1,0.9,47.0,865.5
121.7,0.8,62.0,1089.1
117.9,0.1,73.2,642.5
123.1,0.9,46.9,860.5
117.6,0.1,82.2,937.7
121.7,0.3,53.3,933.4
118.9,0.2,56.3,793.0
121.4,0.6,54.7,1169.8
121.5,0.3,55.0,719.5
121.7,0.8,41.3,926.3
120.3,0.2,75.3,562.6
120.8,0.2,75.8,636.7
117.9,0.1,73.3,656.2
120.7,0.3,47.0,725.9
119.0,0.2,83.6,573.9
123.6,0.0,35.8,654.2
119.1,0.1,72.0,1016.0
119.9,1.6,42.9,631.5
123.1,1.1,28.9,790.1
121.0,0.6,59.2,564.8
120.9,0.6,47.2,1094.2
121.1,1.6,59.2,1118.3
121.2,0.3,52.8,940.7
121.2,1.6,58.9,1356.7
115.3,0.0,61.9,1219.4
120.8,0.2,69.0,1086.2
119.8,0.4,30.0,1085.3
119.4,0.2,51.6,800.1
120.6,0.3,57.4,867.7
118.1,0.1,81.8,870.3
122.8,1.6,58.2,1329.9
120.8,0.2,62.7,572.2
119.3,0.4,36.7,930.1
123.1,1.6,43.0,1004.8
120.6,1.6,38.6,1226.3
121.2,1.6,40.6,976.5
121.9,0.8,64.6,899.9
122.7,0.2,50.7,1169.7
121.1,1.1,26.7,719.2
118.8,0.2,56.3,857.8
122.6,1.6,54.3,881.9
121.2,0.6,52.7,643.2
122.7,0.4,53.5,1002.3
120.3,1.6,59.4,1162.7
122.1,1.1,30.8,710.2
120.7,1.1,50.9,853.1
119.2,0.2,75.9,673.7
120.7,1.1,50.1,855.3
123.1,1.6,51.8,1060.2
123.3,1.1,31.4,793.8
116.9,0.1,82.1,1184.8
120.2,0.2,80.1,956.9
115.9,0.0,63.7,1226.7
120.2,0.4,36.3,937.3
120.9,0.6,53.9,1236.9
122.1,1.1,55.1,1169.0
120.5,0.6,40.6,858.2
119.8,1.6,61.8,1182.7
120.8,0.2,61.7,571.0
118.0,0.1,82.2,948.8
119.4,0.3,76.6,1012.1
121.6,0.8,61.7,1074.9
117.7,0.1,82.2,1185.0
121.2,0.2,57.8,638.2
121.9,0.8,46.0,1221.8
122.7,0.4,32.5,936.9
120.0,0.0,56.1,864.0
121.2,0.4,68.0,802.5
120.6,0.3,51.5,935.9
119.1,0.2,73.4,818.5
121.6,0.2,51.6,1180.0
121.2,0.8,54.3,532.4
119.5,0.6,67.1,633.8
119.4,0.2,73.6,831.2
120.3,1.6,42.0,954.0
124.0,0.2,57.3,1018.6
119.8,0.4,34.2,942.6
121.1,0.2,82.1,1017.1
120.2,0.2,75.2,917.5
119.4,0.1,75.1,737.6
119.6,0.3,56.3,1227.6
122.5,1.6,60.2,550.4
122.8,1.6,58.8,1172.0
121.2,0.0,36.0,651.5
111.9,0.3,73.1,1378.2
123.0,0.9,47.2,853.9
120.5,0.4,58.9,871.7
121.8,0.6,64.0,912.6
116.2,0.0,63.3,1224.4
119.9,0.2,52.8,1171.2
120.7,0.2,81.4,1011.6
120.1,0.2,63.3,810.7
123.2,1.1,30.8,788.7
122.8,0.9,46.6,858.0
123.0,1.1,30.5,789.1
116.1,0.0,63.2,1233.9
119.5,0.6,47.3,1086.3
119.8,0.6,47.3,1086.1
120.0,1.6,59.5,533.8
121.6,0.8,61.6,1071.5
120.0,0.2,74.1,1170.0
119.7,0.2,82.0,1018.6
120.3,1.6,52.7,834.5
121.6,0.3,56.1,640.8
121.2,0.2,63.7,1022.7
122.1,0.8,65.4,909.2
122.7,1.6,59.3,1256.3
119.5,1.6,49.6,724.9
123.2,1.1,30.7,796.0
116.5,0.1,81.4,1100.0
117.7,0.0,62.8,1227.0
122.5,0.3,49.7,720.1
122.9,0.8,39.1,928.5
123.0,1.1,28.1,722.9
119.9,1.1,61.0,1302.6
120.7,0.2,51.4,1174.7
120.9,0.6,43.2,862.2
118.0,0.1,55.6,639.9
121.0,0.3,77.3,1435.2
121.0,0.4,69.6,1239.2
123.6,1.2,34.5,562.9
120.6,0.4,78.2,1168.5
119.7,0.8,68.6,1260.7
122.0,1.6,42.5,1166.1
120.5,0.4,53.7,1002.7
120.0,1.2,50.4,1168.3
119.8,1.6,36.9,1230.1
120.2,1.6,36.5,780.0
116.5,0.0,62.8,1226.6
122.4,1.6,53.4,843.9
120.2,0.2,60.5,569.6
121.0,0.2,51.4,1173.5
119.5,0.6,47.6,1110.1
119.0,0.1,77.7,575.7
118.8,0.0,54.9,863.9
119.7,0.2,75.4,907.2
119.7,0.4,32.9,943.8
121.0,0.6,39.9,1008.9
119.7,0.2,74.5,841.9
121.5,1.2,33.3,561.5
119.9,0.8,61.8,1079.3
120.1,0.2,62.9,830.2
121.5,0.3,48.6,725.8
117.9,0.1,82.2,1184.7
122.6,0.2,54.7,792.0
122.4,1.6,46.6,963.3
118.2,0.1,78.4,583.7
119.9,0.2,62.4,568.1
117.8,0.1,81.4,872.5
120.5,1.2,39.5,1003.1
122.4,1.1,30.5,795.5
118.4,0.1,78.8,800.5
119.7,0.2,77.5,878.0
121.3,0.6,67.5,943.8
120.8,0.8,65.2,915.0
121.2,0.6,59.1,567.9
120.5,0.3,55.0,1232.5
120.7,0.2,75.1,1187.1
121.6,1.6,49.1,918.5
117.3,0.1,82.4,1187.0
122.1,0.4,54.2,1014.8
122.1,0.6,53.6,1233.5
119.6,0.2,55.3,565.8
122.1,0.4,52.9,1002.5
122.2,1.6,59.0,1349.9
119.1,0.2,82.7,575.3
116.2,0.0,62.9,1225.7
119.3,0.3,55.1,1231.2
120.7,0.1,61.9,578.4
121.8,0.4,55.9,1005.8
121.1,0.3,76.7,1004.3
119.3,1.2,50.7,1165.4
119.6,0.2,61.7,788.3
120.2,0.6,47.5,1089.2
117.1,0.1,81.7,883.0
121.6,0.2,50.6,1178.8
122.4,1.1,60.9,1352.3
121.0,1.6,59.9,1080.3
121.7,0.4,74.2,865.8
120.0,0.2,77.5,907.2
120.7,0.2,62.6,571.5
119.5,0.2,75.9,809.9
117.5,0.1,78.6,578.4
122.1,1.6,59.7,600.1
119.7,1.6,42.0,705.8
121.2,0.8,62.1,1081.8
119.0,0.2,76.0,653.3
119.8,1.6,60.1,497.7
121.6,0.8,56.0,682.0
121.4,0.2,57.4,1021.2
121.4,0.0,35.3,651.6
121.4,0.6,47.3,1087.8
119.6,0.2,56.3,796.2
120.7,1.1,45.8,786.8
121.3,0.3,52.3,936.2
120.7,0.6,41.4,853.6
121.7,0.4,58.6,559.0
120.7,0.6,54.0,1235.8
122.0,1.1,54.4,720.5
120.3,0.2,75.4,1177.3
120.8,0.2,75.0,725.4
119.5,0.4,57.8,505.1
120.6,0.6,47.7,1093.9
121.8,0.0,35.7,657.4
118.9,0.1,57.4,615.7
120.5,0.4,57.4,641.7
119.2,0.3,53.7,1213.5
122.4,1.6,38.2,1246.2
120.0,1.6,54.3,1142.2
118.8,0.2,55.9,853.6
121.5,0.3,52.5,932.6
118.0,0.1,81.8,867.7
124.1,0.1,51.7,1169.0
116.8,0.1,82.1,949.5
120.7,0.2,51.8,1171.6
119.8,0.2,62.0,811.7
121.8,1.6,48.9,1154.6
122.7,1.6,59.1,631.8
120.3,0.6,41.7,857.0
120.6,0.3,57.9,1217.4
118.7,0.0,54.6,860.0
121.6,1.1,50.3,843.2
120.0,0.6,47.2,1083.0
119.4,0.2,56.1,1014.1
121.3,0.6,71.2,692.3
119.4,0.2,52.7,1005.7
120.4,0.2,81.4,645.7
120.9,0.3,57.2,866.3
121.2,1.6,51.4,1072.9
121.5,0.4,38.3,942.4
119.6,0.2,75.5,896.5
120.5,1.6,59.2,608.4
119.5,0.2,74.9,996.0
120.4,0.2,74.2,852.2
119.3,0.2,75.5,1193.9
117.9,0.1,82.3,941.6
119.2,0.2,76.5,896.0
119.6,0.3,53.6,1216.8
120.9,0.6,71.9,716.6
119.2,0.2,62.5,834.1
117.6,0.1,58.2,1004.4
120.1,1.6,34.1,783.4
119.4,0.2,76.4,1068.6
121.3,0.6,47.6,1083.3
119.6,1.6,46.7,950.1
120.7,0.3,53.5,934.3
116.7,0.1,81.7,1106.1
121.4,0.3,46.9,716.8
122.1,0.3,81.6,798.2
117.8,0.0,57.9,869.3
122.7,1.1,30.3,785.1
120.2,0.2,65.3,1014.0
120.9,0.3,53.0,933.7
118.2,0.1,74.1,720.5
120.8,0.3,67.8,1069.6
120.2,0.2,60.6,575.6
120.4,0.3,56.4,1227.7
119.9,0.3,68.3,1082.3
119.5,1.2,50.8,1163.7
120.0,0.2,74.4,737.6
121.0,1.1,29.2,797.0
123.0,0.9,42.0,634.5
119.7,0.3,61.6,552.8
121.0,0.6,82.0,1357.7
120.0,0.2,62.3,569.8
119.1,0.2,76.0,662.5
115.9,0.0,62.0,1234.2
117.1,0.1,79.1,799.3
122.4,0.6,54.5,1224.1
120.0,0.4,30.5,1107.0
117.9,0.1,74.8,743.9
121.0,0.3,49.6,722.6
121.3,1.2,50.3,1158.2
121.2,0.8,56.0,683.0
121.8,1.1,27.8,715.0
118.5,0.2,74.9,576.2
119.8,0.2,75.8,641.1
120.7,0.8,53.7,539.2
122.1,1.6,40.0,958.9
122.5,0.6,59.9,566.6
120.6,0.3,78.4,1416.2
122.0,0.2,46.1,1226.6
121.4,0.8,43.9,1227.6
120.7,0.6,59.6,567.5
121.3,0.3,53.3,931.8
120.5,0.2,61.5,577.4
121.5,1.1,63.3,1083.7
121.9,0.3,81.4,796.2
121.2,1.1,33.4,561.8
122.1,0.6,58.6,565.6
119.6,0.8,55.1,695.2
122.8,0.8,46.4,860.6
122.1,1.6,58.2,1344.5
120.5,0.6,65.1,635.7
120.2,0.2,76.0,667.4
120.7,0.3,57.8,860.7
117.7,0.1,80.9,1104.6
119.6,0.1,75.0,577.2
118.8,0.2,62.2,799.0
120.4,0.2,76.0,665.0
121.1,0.8,56.6,1162.6
120.6,0.8,62.1,628.4
119.7,0.3,67.9,1076.9
118.1,0.1,80.4,1105.0
122.4,0.8,38.3,929.5
119.6,0.3,55.2,1226.9
121.2,1.6,59.3,1314.8
120.4,0.4,78.3,1175.9
120.9,0.2,76.0,639.6
119.9,0.2,67.8,1094.0
123.6,1.1,30.2,791.5
117.2,0.1,79.6,582.5
121.6,0.6,53.5,1246.5
121.5,0.3,47.9,721.3
117.2,0.1,81.7,869.7
122.7,1.6,45.7,999.9
121.5,0.6,72.0,690.8
122.5,1.6,57.3,1301.6
120.5,0.3,55.4,1222.8
116.6,0.1,81.6,1097.9
121.9,0.3,53.5,630.8
120.0,0.2,62.3,574.1
119.6,0.8,62.1,1079.8
122.4,0.6,55.5,1165.9
120.9,1.6,61.8,1175.9
118.1,0.1,79.4,575.9
119.2,0.3,56.0,1210.8
121.0,1.6,51.1,1060.6
119.4,0.1,75.1,720.0
119.0,0.2,46.1,1224.5
120.9,1.6,55.1,1151.5
121.0,0.6,72.6,704.0
120.5,1.6,42.9,993.9
118.4,0.0,54.5,867.0
119.3,0.1,72.7,657.2
118.1,0.1,74.3,1311.4
120.7,1.6,56.4,877.5
119.3,0.1,72.3,645.0
122.9,0.2,51.1,1171.0
117.1,0.1,82.1,1102.8
121.4,0.6,40.0,1013.2
121.1,0.4,31.4,950.2
118.9,0.1,72.8,666.9
117.1,0.0,63.0,1225.1
120.0,1.6,58.5,1158.8
119.5,0.2,80.2,947.2
119.4,0.4,37.5,940.2
123.4,0.2,48.3,1172.2
119.8,0.8,61.8,1040.3
119.2,1.6,40.2,1232.1
120.8,0.3,57.6,859.5
120.5,0.2,75.4,1170.5
122.2,0.2,54.3,1177.7
120.3,0.4,37.3,946.6
117.9,0.1,75.1,745.4
122.0,1.6,40.3,965.7
121.4,0.4,67.6,1009.1
120.9,1.1,55.8,1179.8
120.3,0.3,57.1,855.3
117.4,0.0,55.7,869.1
120.6,1.6,39.9,960.4
119.7,1.6,58.4,1159.8
122.0,1.1,32.2,566.4
120.1,0.3,56.6,1227.1
118.9,0.2,55.7,725.6
120.2,0.4,70.7,955.0
119.4,0.1,74.6,718.1
121.1,0.8,69.5,1258.2
122.3,0.6,59.5,566.1
119.4,0.3,68.2,1076.4
121.3,0.8,46.3,868.7
121.5,0.4,53.7,1004.2
122.0,0.3,49.6,716.2
119.7,0.2,54.1,1025.4
117.8,0.1,74.8,749.3
121.7,1.6,57.5,1343.1
122.0,1.2,49.3,1168.2
121.6,0.8,62.0,1063.7
121.1,0.8,39.1,925.9
119.2,1.2,48.4,856.5
123.1,1.1,46.2,780.5
120.1,0.2,40.7,1083.3
120.5,0.2,55.2,1086.2
117.4,0.1,79.3,803.0
124.2,0.0,36.1,654.3
121.1,1.6,42.9,1157.4
120.5,1.6,45.1,1241.6
120.5,0.3,78.0,1397.2
119.2,1.6,43.0,1154.4
123.1,0.8,40.0,640.3
122.5,1.6,37.6,1230.5
121.9,0.4,54.4,1002.6
123.2,0.9,46.8,868.8
118.3,0.1,79.1,797.8
117.8,0.1,74.2,724.4
122.3,0.8,57.1,1170.9
122.5,0.2,50.6,1173.8
119.1,0.2,61.6,840.0
120.9,0.8,38.4,931.1
119.2,1.6,42.9,1159.9
119.2,0.2,75.8,650.8
122.3,1.6,53.6,893.1
121.8,0.3,52.4,716.5
121.2,0.4,82.6,1372.8
121.4,1.6,60.7,1162.7
121.5,1.1,55.6,1159.8
117.6,0.1,56.4,642.3
120.7,0.2,81.9,1069.2
121.5,0.8,38.1,921.5
121.3,0.8,55.8,1231.8
120.7,0.8,40.5,933.8
120.9,0.8,64.5,919.4
122.6,1.6,53.8,876.5
121.9,0.4,56.1,1006.1
120.0,0.2,75.2,1150.5
120.8,0.2,50.6,1163.5
123.1,1.6,51.5,1055.4
115.7,0.0,63.0,1226.0
117.0,0.0,54.7,869.6
118.7,0.2,56.0,720.1
116.3,0.0,63.7,1235.3
120.6,0.8,37.3,932.5
121.0,0.4,53.1,1012.3
120.9,0.2,73.4,1182.7
118.9,0.2,56.5,847.6
121.3,0.4,59.3,525.5
121.3,0.8,46.6,1220.9
121.7,0.3,47.0,723.1
121.5,0.4,58.9,539.2
119.8,0.3,66.0,858.0
122.8,0.8,44.7,1225.3
121.0,0.3,48.7,717.6
120.4,0.2,81.8,647.6
120.4,0.4,78.0,1204.6
121.1,0.4,36.0,941.2
122.4,1.6,44.4,1004.9
119.9,0.2,55.4,565.3
122.6,1.6,42.0,960.9
120.3,1.6,59.2,1132.5
117.4,0.0,62.9,1225.0
119.9,1.6,62.8,660.6
120.0,1.6,57.9,1348.9
122.0,0.2,51.9,799.3
121.6,0.4,82.5,1364.0
121.9,0.6,59.0,567.5
119.7,0.6,47.3,1091.8
116.7,0.1,82.1,1183.2
121.3,1.1,50.4,851.6
120.0,0.3,73.2,828.3
120.0,0.2,80.2,941.5
118.8,0.2,78.9,798.0
119.1,0.2,75.8,1360.1
119.9,0.6,71.5,723.0
121.5,0.6,40.8,853.1
119.6,0.3,73.6,866.3
120.8,0.2,74.9,1168.1
118.5,0.1,73.3,653.7
120.9,0.2,63.5,572.4
119.7,1.6,59.7,1086.6
121.3,0.8,55.8,1231.3
120.0,0.6,72.7,1172.9
120.2,0.8,61.8,1071.0
119.8,1.6,50.0,688.4
116.7,0.1,80.2,1099.8
118.1,0.1,74.2,724.9
121.9,1.6,59.4,548.0
121.8,1.2,45.6,774.8
118.6,0.2,75.6,931.6
122.8,0.8,55.7,1218.6
119.6,0.4,82.9,1336.7
121.0,0.6,42.9,780.9
119.7,1.6,41.9,1238.7
121.4,0.4,35.1,929.0
120.9,0.6,64.2,877.5
119.3,0.1,74.4,718.1
120.0,1.2,50.7,1169.8
120.6,0.2,61.6,786.0
119.0,0.3,68.0,1226.1
119.0,0.2,75.0,1152.0
118.3,0.1,75.1,721.0
120.5,0.2,74.4,871.7
115.4,0.0,63.1,1229.3
123.6,1.2,34.0,567.6
120.3,0.4,31.1,940.2
119.3,0.2,62.0,816.1
122.0,0.6,68.9,616.7
115.7,0.0,55.3,865.2
118.8,0.1,73.2,642.0
119.4,0.3,61.4,530.9
120.5,0.4,53.1,1002.0
118.0,0.3,76.8,1363.1
122.2,1.6,59.9,1065.7
120.0,0.3,56.4,1227.3
120.1,0.4,81.9,1367.9
120.0,0.2,61.8,814.6
115.6,0.0,64.0,1238.3
117.1,0.1,82.1,1199.6
121.1,0.2,62.0,569.8
119.3,0.2,74.7,1185.1
122.3,1.6,52.0,1153.8
122.1,1.6,38.0,1232.1
121.7,0.2,50.2,1168.6
120.7,1.1,54.9,700.5
119.2,0.4,36.7,939.9
119.4,1.6,34.1,786.3
123.6,1.2,35.2,565.3
119.7,0.8,68.6,1246.5
120.5,0.2,45.0,1234.6
121.4,0.6,54.4,1236.0
120.1,0.4,33.7,941.8
120.0,0.2,47.3,1220.0
120.2,0.2,53.7,783.3
121.9,0.8,43.3,932.2
122.2,1.6,42.1,1157.3
122.4,0.8,55.8,1173.3
121.2,0.3,56.6,1011.6
119.7,1.6,36.2,781.5
117.0,0.1,81.2,1100.3
120.2,0.3,56.8,1229.8
122.5,0.6,54.0,1228.1
122.2,1.6,60.9,528.9
121.6,0.6,70.3,1181.7
119.4,0.2,62.6,806.3
121.8,0.8,61.9,1076.4
119.3,0.1,71.4,1080.8
119.7,1.6,55.5,1125.2
121.5,1.6,59.9,533.3
117.7,0.1,80.3,1093.0
119.7,0.2,75.0,759.0
121.9,0.8,39.3,932.7
121.8,0.3,53.9,933.5
122.0,1.1,28.2,794.2
120.7,0.6,64.1,921.4
121.0,0.6,51.4,641.2
120.5,0.8,55.5,1130.0
120.7,0.2,63.0,1013.5
120.1,0.6,69.6,1149.0
121.5,0.4,78.2,1165.1
119.0,0.1,58.4,617.2
119.9,0.2,75.2,664.5
118.8,0.2,62.4,793.7
122.4,0.3,81.5,793.4
117.9,0.1,72.6,1004.3
119.6,1.6,34.3,782.8
120.9,0.3,57.1,861.9
119.8,1.6,57.8,1146.6
118.5,0.2,56.1,858.5
120.7,0.8,62.2,1088.1
122.2,1.1,27.2,717.2
117.8,0.1,81.0,1099.7
122.2,0.4,68.5,803.1
119.8,0.2,45.3,1225.7
120.5,1.6,56.4,974.0
122.2,0.6,81.6,1390.8
115.3,0.0,63.2,1234.2
122.5,1.6,43.2,977.9
119.5,0.2,45.2,1239.9
122.2,0.8,47.2,862.4
120.9,0.2,74.3,836.6
121.2,1.6,50.3,915.8
123.0,0.8,43.5,920.3
119.9,0.4,36.2,937.1
122.8,1.6,51.3,1073.9
121.5,0.8,62.3,803.9
122.4,1.6,44.8,978.4
108.7,0.1,72.2,1277.3
120.7,0.4,54.1,1237.4
120.0,1.6,42.0,959.4
122.0,0.2,47.0,1221.3
121.9,1.1,50.2,852.1
121.3,1.2,32.2,564.8
120.1,0.2,56.1,566.1
119.6,1.6,50.7,1260.2
121.0,1.6,48.1,975.5
119.7,0.2,55.3,719.2
121.2,1.1,29.9,790.5
119.5,0.2,75.2,687.4
120.4,0.3,76.1,993.5
121.0,0.2,61.4,572.1
120.3,0.2,81.4,1021.7
121.8,0.8,56.2,1232.2
120.8,0.2,80.6,941.0
122.8,0.4,56.7,1227.3
119.2,0.1,73.2,656.2
121.7,0.4,82.0,1355.7
119.7,1.6,40.5,970.6
122.2,0.8,70.2,1342.1
117.8,0.1,81.6,1095.6
121.4,0.0,36.4,650.7
120.4,0.2,73.9,1173.9
122.0,1.1,55.4,1142.2
118.1,0.0,55.4,868.3
102.7,1.6,53.6,1238.8
122.7,1.6,59.0,1281.2
120.1,0.4,59.3,534.3
122.0,0.8,63.5,1333.8
121.7,0.9,46.4,863.2
119.0,0.2,77.2,1359.6
120.7,0.4,31.0,952.0
120.4,0.2,45.9,1230.5
119.0,0.1,75.1,763.4
120.1,1.1,55.4,626.9
122.4,0.2,49.5,1165.7
120.7,0.2,59.2,1027.7
119.5,0.3,57.7,1209.8
116.2,0.0,62.5,1221.7
120.7,0.2,80.6,940.1
122.7,0.2,52.4,1173.4
121.7,0.2,41.4,1083.6
118.7,0.1,78.9,793.0
119.6,0.6,67.6,963.3
