Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
120.4,1.6,51.1,1147.9
117.5,0.1,81.0,1106.9
121.5,0.1,51.3,1173.7
120.6,0.2,52.5,1010.5
119.7,1.2,47.5,858.2
119.2,0.2,74.5,843.9
117.6,0.1,79.2,797.0
118.8,0.1,72.8,967.7
119.7,1.6,55.1,907.7
121.8,0.2,45.6,1224.9
121.1,0.3,77.8,1394.7
121.4,1.6,58.2,1359.2
121.2,1.6,41.5,1240.0
119.5,0.3,60.0,534.8
121.9,0.4,54.6,1003.9
121.0,0.3,57.0,1006.5
121.4,0.0,37.0,652.5
121.6,0.1,68.3,1089.6
118.1,0.0,54.9,859.1
119.6,0.8,61.8,1076.9
120.0,1.6,50.2,926.4
119.9,0.3,57.1,1216.8
124.1,0.3,49.8,718.5
121.4,0.4,38.2,948.7
120.0,0.1,76.6,1068.1
120.9,0.8,44.0,926.1
121.2,0.6,67.1,647.4
118.1,0.1,75.2,761.0
120.2,0.2,75.9,664.5
121.7,0.9,47.1,857.1
121.3,0.2,55.8,729.2
120.7,0.4,54.3,1010.8
120.0,0.5,53.4,538.2
122.7,1.6,58.9,1184.6
120.2,0.4,59.8,564.6
119.9,0.6,71.4,714.7
122.5,0.3,55.0,932.9
119.4,0.3,78.1,1380.6
121.4,0.3,75.3,1401.6
120.8,0.2,75.2,1175.9
121.6,0.3,81.6,793.8
119.3,0.2,75.8,657.6
120.9,0.2,75.5,661.5
122.9,0.2,50.9,1179.6
123.0,0.9,39.9,636.8
118.7,0.2,77.8,800.8
118.6,0.2,53.1,1020.7
121.6,0.2,51.6,1169.8
121.8,0.8,61.9,1061.8
121.1,0.9,46.1,867.1
121.8,0.8,63.5,1326.0
117.6,0.1,80.1,1104.6
120.4,0.3,53.1,1230.4
120.3,1.6,54.5,1138.3
119.3,0.3,67.8,1037.4
119.9,0.6,67.6,1012.1
121.0,0.4,54.1,1235.7
122.6,1.6,39.8,976.5
120.0,1.6,61.6,1191.9
121.9,0.8,38.8,938.1
121.2,1.1,46.6,771.8
119.9,0.2,82.2,1022.5
118.2,0.1,73.3,648.9
122.1,0.6,54.1,1232.4
121.6,0.6,64.5,661.1
120.5,1.6,50.0,1157.8
116.9,0.1,81.6,872.6
122.1,1.6,61.5,1186.1
119.5,0.2,75.8,637.2
121.7,1.1,50.9,855.5
121.0,1.6,59.5,636.2
117.8,0.1,57.8,1007.9
121.1,1.6,58.8,1207.1
121.0,0.2,54.5,563.0
120.0,0.3,55.0,1214.2
122.0,1.6,62.1,768.8
122.0,0.2,51.0,1171.8
116.8,0.1,80.8,1093.6
118.8,1.6,39.2,1230.4
118.7,0.2,56.1,721.5
122.1,0.6,82.2,1361.1
121.6,0.8,53.9,506.5
120.4,0.8,62.2,1062.8
120.4,1.6,60.6,1090.1
120.5,0.6,61.6,856.1
120.2,0.2,73.9,998.4
118.1,0.1,57.9,1007.8
120.0,0.4,60.0,565.0
120.9,0.2,60.6,573.0
121.6,1.6,49.3,992.9
121.5,0.6,67.1,1007.2
119.8,0.6,80.3,1349.4
118.6,0.1,74.5,1289.0
119.7,0.8,62.1,1066.2
122.7,1.6,59.1,1258.7
120.3,0.2,81.3,1013.0
120.5,0.3,55.2,1227.8
122.7,0.8,36.9,937.1
117.6,0.1,82.0,872.2
119.6,1.1,55.7,1157.3
119.6,0.8,62.0,1082.3
115.2,0.0,61.9,1227.9
120.9,1.1,29.4,794.6
120.7,0.8,39.6,937.0
121.3,0.2,64.2,567.3
120.5,0.3,56.8,1223.9
118.2,0.1,78.8,792.6
119.2,0.2,75.1,1178.3
118.9,0.2,75.8,1365.0
121.1,0.8,61.6,1069.1
116.7,0.1,82.3,1185.0
119.3,0.3,57.2,1223.2
116.3,0.0,63.7,1230.4
121.7,0.8,61.8,1058.9
120.7,0.2,58.1,640.1
120.3,1.6,58.9,1168.1
120.8,0.6,40.8,1016.1
120.4,0.2,60.8,573.2
120.5,0.4,67.6,990.6
119.7,0.2,48.3,1232.7
121.3,0.8,70.1,1335.8
122.2,0.8,63.6,1337.2
122.6,1.6,61.8,1157.8
119.7,0.8,62.6,1070.6
119.4,0.6,40.0,1024.4
120.7,0.6,54.1,1230.3
120.7,0.2,82.2,1015.2
122.2,1.6,58.4,1168.1
119.6,0.8,61.7,708.3
118.1,0.1,75.1,719.1
123.7,0.2,51.5,1170.7
123.5,1.1,30.8,785.6
118.1,0.1,57.3,613.8
121.2,1.1,53.5,507.0
118.3,0.1,79.1,797.5
116.5,0.0,62.7,1236.7
120.9,0.8,56.5,1232.4
123.0,0.8,40.2,928.7
120.1,0.2,81.8,643.0
121.5,0.3,51.6,934.3
119.2,0.1,74.7,552.3
121.9,0.2,38.9,1247.4
121.6,1.2,51.1,1161.6
122.3,0.6,59.6,563.8
122.3,0.6,53.4,1229.5
120.6,0.3,65.9,890.7
121.4,1.2,31.9,560.9
120.0,0.2,78.7,947.5
119.9,0.2,75.0,1179.8
120.0,0.4,33.2,932.6
120.5,1.6,59.5,526.0
120.2,0.6,72.2,1138.8
120.2,0.1,76.7,1096.9
123.2,0.2,51.2,1173.1
119.1,0.2,47.4,1237.5
120.4,0.2,52.1,1091.7
119.6,1.6,40.6,975.0
120.2,0.2,75.8,658.1
123.6,0.2,50.9,1179.7
120.8,1.5,39.6,946.7
121.2,0.2,51.5,1184.1
118.0,0.1,72.2,994.5
122.3,0.2,47.1,1172.2
119.6,0.1,76.8,1069.6
123.7,1.2,34.7,566.1
120.7,0.8,72.8,1319.2
120.9,0.2,75.6,631.8
122.7,1.1,30.3,796.6
119.4,0.2,55.0,558.5
119.7,0.4,82.9,1374.8
122.4,1.6,49.3,916.6
121.3,1.1,60.3,897.5
121.0,0.6,54.0,1234.0
121.8,0.2,62.6,569.2
119.7,1.6,36.0,782.8
120.1,0.2,62.6,810.7
120.1,0.8,61.7,1074.0
120.0,0.4,67.2,979.4
123.3,1.1,29.8,793.8
120.5,0.2,81.8,1013.8
118.8,0.1,73.3,688.8
120.2,1.6,49.0,919.4
121.6,0.8,62.3,1061.3
119.6,0.2,76.9,1341.6
122.1,1.2,63.4,1074.5
116.2,0.0,62.9,1224.1
120.9,0.2,61.5,1017.4
118.5,0.1,75.2,747.3
120.3,0.3,54.9,1229.7
121.3,1.5,53.8,893.1
120.8,1.1,54.1,720.0
121.4,0.6,51.9,933.5
119.8,0.3,79.6,1383.5
122.7,1.6,50.2,1155.6
121.5,1.1,56.2,593.3
120.8,0.4,52.8,1014.8
120.3,0.4,58.8,564.6
119.0,0.2,49.1,1234.6
119.8,1.6,55.5,881.9
120.7,0.2,76.0,645.5
120.5,0.2,75.1,1170.0
122.1,0.3,51.2,931.8
121.1,1.6,59.8,1085.2
121.3,0.6,47.6,1088.3
119.9,1.1,61.1,1347.5
120.9,0.3,65.5,889.7
121.4,0.4,59.7,562.4
119.1,0.1,73.3,678.6
121.8,0.8,56.8,1167.3
121.0,0.8,55.7,1232.1
120.4,0.2,62.0,568.2
121.0,0.2,81.4,645.9
120.9,0.6,54.5,1173.3
121.1,0.2,77.3,907.7
120.0,0.6,47.2,1097.6
119.7,0.2,52.8,1155.5
121.8,0.3,52.5,932.8
119.9,0.3,53.2,1224.6
116.4,0.0,62.7,1223.3
120.2,0.2,75.0,741.5
120.2,0.3,61.7,533.8
122.1,1.2,60.1,982.3
119.7,0.2,63.2,1016.2
121.4,0.6,64.4,635.7
122.6,1.6,55.9,902.4
120.3,0.4,74.7,874.6
122.8,1.6,48.8,1000.0
120.4,0.4,67.5,1003.3
119.6,0.6,71.3,699.1
120.9,0.6,52.5,640.3
119.7,1.1,53.2,512.9
119.7,1.1,56.0,612.8
118.9,0.1,66.0,639.6
117.2,0.1,81.6,876.2
119.0,0.4,31.6,945.3
123.2,1.6,49.0,1004.5
116.2,0.0,62.3,1223.9
120.0,0.3,56.6,1009.5
122.0,1.2,35.1,558.5
122.5,0.8,44.5,918.1
120.5,0.2,57.4,630.2
121.5,0.2,50.5,1186.9
122.2,1.6,42.4,946.2
109.4,0.3,77.1,1348.4
121.3,0.3,51.1,1093.3
117.8,0.1,82.5,949.5
118.6,0.2,55.8,849.7
121.4,1.1,46.5,772.6
121.4,0.4,79.3,708.8
121.4,0.6,54.8,1173.7
123.3,0.2,49.9,1175.7
120.3,0.2,75.1,639.1
119.1,0.1,75.1,725.4
121.0,0.3,51.5,935.1
118.7,0.1,74.8,734.7
120.8,0.2,54.1,793.4
118.5,0.1,75.2,749.3
120.1,0.2,38.5,1246.8
121.2,0.2,40.6,1088.4
117.5,0.1,82.1,1184.0
119.3,0.1,74.8,734.2
119.6,1.2,47.1,856.9
121.9,0.3,48.3,721.0
122.4,1.6,53.0,831.6
119.3,0.2,75.1,799.6
122.2,0.8,64.5,1347.5
120.1,1.6,58.0,1167.1
121.2,0.2,46.9,1220.4
119.1,1.6,40.7,1230.9
120.8,0.4,54.7,1002.8
120.0,0.2,41.4,1096.7
120.1,1.6,48.0,919.2
120.6,0.3,54.4,1223.6
120.1,0.8,68.3,1245.6
118.1,0.1,74.9,738.6
120.7,1.6,44.7,930.6
120.2,0.2,74.3,669.3
121.3,0.6,67.7,986.7
121.5,0.8,74.2,1355.3
122.2,1.6,45.4,1005.5
119.6,0.6,47.5,1093.3
118.1,0.2,70.9,658.6
117.5,0.1,82.1,869.3
120.8,0.2,75.2,1183.7
119.6,0.6,47.1,1095.0
119.7,0.2,75.3,1157.8
120.1,0.3,65.6,891.2
122.5,0.9,37.9,637.4
121.0,0.4,58.5,801.2
117.1,0.0,54.5,865.8
123.7,0.3,49.7,716.5
121.8,1.6,60.0,1079.8
120.1,0.2,75.7,628.4
121.3,1.2,34.2,563.6
120.1,0.2,62.1,821.0
119.5,0.2,60.4,565.3
122.2,0.4,31.1,946.8
121.3,1.6,51.5,1158.6
122.0,0.8,62.6,763.9
121.2,0.6,82.1,1350.9
115.3,0.0,61.9,1225.2
122.2,0.9,40.3,634.9
120.0,0.8,67.9,1225.6
119.6,1.2,39.4,994.7
120.5,0.6,45.5,849.6
120.3,0.2,74.2,1179.8
121.6,1.6,58.1,540.6
122.2,1.6,55.3,971.1
120.4,0.4,58.2,537.7
122.4,0.4,52.9,1009.1
119.9,1.6,58.9,547.0
123.2,0.9,47.2,860.9
119.2,0.2,81.8,649.6
120.7,1.1,60.7,967.2
122.3,0.2,54.3,1168.4
120.9,0.3,52.4,715.6
120.2,0.2,75.3,1172.9
120.0,0.4,37.5,931.3
121.9,0.3,47.1,719.0
120.4,0.2,75.1,1174.4
119.6,0.8,54.3,520.2
119.8,0.1,76.8,1121.3
118.9,0.1,74.5,766.8
122.6,0.4,37.3,943.1
119.1,0.1,74.2,723.9
122.5,0.4,53.2,1005.7
118.6,0.1,57.3,641.2
119.2,0.1,72.9,672.8
116.6,0.0,54.5,856.5
120.0,0.3,55.8,1223.1
123.2,1.1,30.2,801.5
121.2,0.8,41.5,932.9
118.9,0.1,74.3,727.4
117.2,0.1,82.1,1173.3
115.7,0.0,64.2,1223.5
120.6,0.4,38.9,943.4
120.3,1.6,59.1,1341.1
119.9,0.3,57.8,1214.0
123.8,1.1,31.3,784.2
121.6,0.6,47.8,1095.5
119.6,0.2,75.6,900.4
120.2,0.4,32.6,942.6
119.6,0.2,78.9,950.8
122.6,1.6,59.7,535.8
121.0,0.8,46.9,856.9
121.0,0.8,56.9,1148.6
120.0,0.4,30.2,1095.8
120.8,0.3,75.7,1002.3
121.1,0.6,47.3,1086.1
122.4,1.6,62.4,747.8
124.6,0.0,34.0,648.3
121.8,1.6,49.5,691.8
120.2,0.2,64.2,1021.6
121.4,0.6,54.7,1240.5
121.9,0.4,55.8,636.4
118.0,0.1,79.0,578.8
121.7,0.2,62.1,569.2
120.7,0.2,51.0,1176.8
119.7,0.8,55.5,1123.7
118.8,0.4,33.6,944.3
120.2,0.3,55.6,1222.1
120.7,0.6,59.3,563.5
119.6,0.8,62.1,1080.3
119.4,0.6,47.2,1093.9
121.4,1.1,29.7,786.7
120.2,0.2,54.6,794.1
119.2,0.1,74.7,719.6
120.3,0.1,76.7,573.2
120.7,0.2,75.3,1164.2
118.1,0.1,75.0,717.6
123.1,1.1,27.6,713.3
122.1,0.6,53.6,1247.7
120.8,0.2,62.7,565.6
120.5,0.4,54.4,1009.2
121.2,0.2,80.6,948.9
118.5,0.1,73.5,1285.5
119.7,1.6,45.7,958.9
120.5,0.4,77.7,744.4
122.1,0.9,41.9,640.8
123.1,0.8,41.8,644.3
120.7,1.1,55.4,1160.3
119.1,0.2,56.1,851.3
120.8,0.6,82.2,1399.6
121.2,0.0,37.3,647.3
119.9,0.2,75.6,1181.2
121.8,0.8,43.0,925.2
122.5,0.3,81.3,790.2
119.7,1.6,49.2,977.4
121.4,0.3,52.0,928.5
120.1,0.2,63.7,821.0
118.3,0.1,73.0,1005.7
120.0,0.2,76.0,665.9
120.0,1.6,53.5,839.0
117.9,0.1,72.2,997.9
120.9,1.6,57.7,568.9
120.9,0.8,62.2,1074.5
120.4,0.4,58.0,531.4
120.8,0.3,66.0,898.0
120.1,1.1,60.6,917.0
117.4,0.1,82.1,1191.1
123.6,0.3,56.3,632.1
122.6,0.8,44.3,1230.1
120.3,0.1,50.3,1169.6
118.0,0.1,82.2,1190.6
118.9,0.3,68.1,1233.4
121.2,1.2,63.4,1078.8
121.1,0.6,43.9,855.6
116.5,0.1,81.4,1104.9
119.7,0.6,67.3,990.1
121.3,0.2,62.6,570.4
121.1,0.3,76.2,659.6
121.0,1.1,61.2,1058.4
120.7,0.4,32.3,942.7
121.2,0.4,54.0,1002.6
119.8,0.2,53.1,1006.1
119.5,0.1,75.2,707.4
121.7,0.3,54.0,635.1
121.1,0.8,45.9,1226.4
122.4,1.6,56.6,1378.2
121.1,0.2,61.3,571.0
121.5,1.1,28.2,711.9
122.2,0.6,40.0,789.9
121.5,0.2,61.9,569.8
120.5,0.8,63.9,1334.8
122.5,0.4,81.4,708.9
118.7,0.1,72.4,645.9
120.9,0.2,76.0,654.7
121.5,0.8,64.6,895.1
117.5,0.1,81.3,872.0
121.0,0.2,56.3,572.7
119.8,1.6,55.1,888.2
121.6,1.6,54.8,626.0
120.4,1.6,41.5,953.6
118.1,0.1,72.9,1012.1
120.6,0.4,32.7,943.8
121.9,1.1,63.4,1072.0
118.1,0.1,73.0,658.6
117.6,0.1,60.5,1244.4
119.1,0.3,79.2,1373.8
122.1,1.2,47.5,851.0
118.0,0.1,75.2,717.6
122.2,0.6,53.5,1235.5
120.8,0.3,57.6,867.9
117.9,0.1,78.7,573.2
122.0,1.6,55.5,1169.0
120.4,0.3,47.1,714.5
122.4,0.0,39.3,644.9
120.4,0.2,75.2,1176.3
117.8,0.1,74.6,717.6
121.3,0.2,55.4,727.2
121.8,0.2,53.7,790.7
121.4,0.6,47.6,1094.5
120.3,0.2,74.9,1169.5
120.6,0.4,31.2,934.7
120.6,0.6,42.7,861.8
122.1,0.8,43.5,925.4
119.3,0.1,74.0,734.7
122.1,1.6,56.3,1289.4
120.3,0.0,55.0,867.1
120.5,0.1,80.6,1106.8
120.7,0.2,76.0,662.5
121.3,1.6,51.7,835.2
118.3,0.1,79.3,801.2
122.1,1.6,47.1,984.8
121.7,0.4,32.7,950.2
117.6,0.0,62.8,1227.3
121.6,0.3,51.3,936.0
119.9,0.2,39.1,1264.1
120.7,0.6,65.1,638.1
121.1,1.1,61.1,1361.6
120.7,0.8,55.4,1135.9
120.6,0.6,59.3,558.5
122.8,0.8,39.2,636.2
116.9,0.0,54.7,868.7
121.4,0.8,43.8,918.2
123.2,0.2,61.6,785.0
119.4,0.3,62.0,531.4
122.1,1.1,53.0,522.6
120.7,0.4,54.5,637.7
121.9,0.6,81.6,1386.9
122.8,1.2,33.4,565.6
120.3,0.6,46.5,854.1
119.8,1.1,54.6,717.1
120.9,0.8,57.0,1159.9
116.1,0.0,63.4,1235.5
119.4,0.1,74.4,745.9
120.1,1.6,46.6,997.7
122.1,1.6,59.2,814.1
120.4,1.1,51.0,845.8
120.8,0.3,68.1,1053.0
122.2,0.2,35.8,1245.3
119.0,0.1,73.9,726.9
120.6,1.6,48.6,923.7
121.2,0.2,79.9,960.2
119.8,1.6,61.8,624.0
120.8,0.4,52.6,1008.4
119.9,1.1,73.1,1415.7
120.3,0.2,75.2,1175.9
119.3,1.1,56.0,623.0
119.7,0.2,62.3,823.9
121.3,1.6,48.9,989.2
119.9,0.2,61.9,836.6
122.3,0.8,56.1,1153.1
120.4,0.4,58.7,561.7
121.6,0.8,62.7,1058.9
118.9,0.1,72.6,633.3
119.7,0.2,75.5,1190.0
120.9,1.1,51.4,852.2
120.7,1.6,57.8,1309.9
117.9,1.6,53.8,1229.1
121.1,0.3,77.1,1022.8
117.1,0.1,82.4,1190.7
120.3,0.2,50.9,1172.0
120.8,0.6,54.3,1234.7
121.0,0.3,61.8,549.4
121.0,0.2,56.3,1074.7
120.2,0.2,73.7,1146.1
121.4,0.6,47.4,1095.9
121.9,1.6,46.5,997.2
121.8,1.1,53.3,527.5
121.7,0.3,50.0,721.3
120.1,0.2,62.0,802.9
123.6,1.6,48.9,987.7
116.5,0.0,63.4,1233.0
119.0,0.2,61.5,836.1
122.1,1.6,41.8,1230.7
122.5,1.6,46.8,984.8
122.5,0.2,53.9,798.2
122.8,1.1,31.2,785.9
119.9,0.2,80.6,944.8
119.7,0.6,68.3,654.2
122.4,0.8,56.6,1164.0
119.6,0.4,32.5,946.1
122.4,1.1,59.1,887.7
117.8,0.1,81.0,1104.1
120.4,0.8,41.3,936.1
118.6,0.1,56.3,636.4
120.7,0.6,62.1,1060.3
122.2,1.6,43.0,1166.6
119.1,1.6,40.9,1238.7
122.7,0.2,53.4,796.1
120.3,0.2,58.3,571.8
120.2,0.4,70.6,625.0
121.3,1.6,44.2,1156.2
118.5,0.1,52.0,1185.7
119.2,0.2,54.8,565.3
121.2,0.8,53.9,524.1
117.5,0.1,80.3,1102.1
119.9,0.8,55.1,1179.8
121.0,1.6,47.1,993.0
119.8,0.3,56.3,527.5
121.5,0.4,77.8,1156.4
122.5,0.6,59.8,568.0
121.3,1.6,42.0,708.7
120.1,0.2,45.8,1233.2
119.1,0.2,75.3,1175.9
122.0,1.1,60.1,957.5
121.1,1.6,41.4,712.8
120.1,0.6,67.3,1017.4
121.0,0.2,80.2,953.5
121.3,0.3,51.3,723.6
119.4,0.1,74.8,723.9
120.3,0.2,63.2,824.4
121.5,0.8,46.5,863.9
120.3,0.2,74.2,1159.3
121.0,1.6,60.1,767.8
119.4,0.2,75.2,1174.9
121.4,0.4,54.3,1004.5
118.8,0.2,83.7,577.8
121.1,0.8,55.8,1244.9
119.9,1.6,61.2,529.9
119.0,0.1,77.0,1091.5
120.9,1.6,48.6,993.6
117.5,0.1,81.4,870.9
119.8,0.3,53.7,1223.5
122.8,0.2,50.3,1177.2
120.8,0.8,55.5,1142.2
121.4,0.2,57.6,643.9
120.5,0.2,51.7,1175.5
119.5,1.1,54.9,701.5
121.5,1.1,30.5,792.4
116.5,0.2,75.0,1357.7
120.1,1.1,54.4,735.2
120.7,0.8,37.7,929.2
115.5,0.0,62.5,1231.6
117.0,0.1,82.4,1173.1
121.4,0.8,61.3,614.3
119.5,0.3,47.6,707.4
119.4,0.2,81.5,583.3
120.0,0.2,61.8,829.2
121.3,1.1,60.8,1338.2
120.1,0.2,57.3,632.6
121.9,1.6,41.2,1229.1
120.1,0.0,55.8,863.2
121.8,0.2,50.5,1182.1
121.1,0.3,54.1,933.0
120.0,0.1,77.2,1101.3
118.4,0.1,78.8,575.2
120.9,0.3,56.7,641.9
121.0,0.2,52.6,1087.4
120.8,0.2,68.9,1085.2
120.3,0.2,61.7,1009.7
120.9,0.8,68.4,1368.9
120.2,1.6,60.5,636.7
118.7,0.1,73.3,660.6
121.4,0.4,55.0,993.4
119.1,0.2,76.0,633.3
119.0,0.2,75.8,651.8
120.9,0.2,75.6,649.8
120.5,0.3,57.8,854.9
119.3,0.6,67.1,1004.3
120.6,0.3,55.8,1229.3
121.1,0.4,34.9,936.6
119.1,0.1,73.2,638.6
123.6,0.2,51.9,1174.9
120.6,0.3,81.6,791.3
123.0,1.6,44.1,995.3
120.3,0.6,47.4,1084.7
121.3,0.8,44.6,1229.9
120.7,1.1,53.6,527.5
122.7,0.2,50.5,1173.2
119.8,0.2,69.4,913.6
120.6,0.3,55.2,1233.9
117.7,0.1,81.1,1106.0
123.4,0.3,46.3,858.4
122.3,0.4,54.5,997.1
122.3,1.6,42.1,1163.3
122.1,0.2,47.3,1179.6
120.6,0.2,61.9,781.1
120.2,0.2,51.8,795.5
119.4,1.2,50.5,1163.1
120.6,0.6,82.3,1371.8
120.6,0.2,51.2,1182.5
121.1,0.4,52.5,1003.4
122.5,0.8,80.1,1337.2
121.3,0.4,36.8,934.7
122.4,1.2,38.4,997.2
119.8,1.6,56.0,870.2
121.7,0.8,68.4,1247.5
121.2,0.4,77.8,1169.5
120.7,0.4,55.0,1006.7
122.3,0.2,45.5,1240.1
119.6,0.2,62.0,789.7
120.2,0.2,75.5,645.9
121.3,0.2,49.6,1181.1
122.8,1.6,53.5,837.5
117.7,0.1,81.2,1110.0
120.4,0.6,44.2,860.8
118.4,0.1,74.4,736.6
121.2,0.8,46.7,860.9
121.9,0.2,51.5,1092.9
122.3,0.6,40.8,859.0
119.4,0.2,82.1,651.0
117.4,0.1,58.3,1010.4
120.0,0.4,32.3,932.6
120.1,1.6,42.7,626.2
119.5,0.4,76.6,1173.9
119.6,0.2,75.2,920.9
121.2,0.8,62.2,1057.9
119.8,1.6,41.6,999.9
119.8,1.1,53.6,523.6
120.1,0.8,66.2,1275.3
121.6,1.6,42.3,704.9
118.8,0.2,75.5,1386.5
118.3,0.1,73.1,662.0
119.9,0.3,75.9,1167.1
119.8,0.2,61.8,835.6
121.1,1.6,53.4,835.6
120.9,0.4,83.1,1354.8
122.1,1.6,53.7,839.3
120.4,0.2,82.0,1007.8
121.2,0.8,47.1,864.2
122.7,1.6,57.4,1302.6
119.4,0.2,57.1,573.0
120.4,1.6,51.5,783.9
123.9,0.1,51.6,1168.1
120.6,0.0,55.4,868.7
119.8,0.8,64.5,908.7
123.2,0.8,38.2,933.9
121.6,0.6,69.7,1152.0
119.5,1.6,42.1,1172.8
121.3,0.6,41.0,1078.7
121.3,1.6,43.4,1001.9
121.9,1.1,35.1,564.2
122.3,0.8,57.4,1168.8
121.2,0.6,42.1,853.4
121.2,0.3,49.4,720.0
122.6,1.6,58.8,1265.1
119.6,0.2,77.0,802.2
122.7,0.8,56.0,1230.5
118.5,0.2,75.0,714.2
119.4,0.2,55.7,800.1
120.6,1.1,55.1,1143.2
121.8,0.6,62.5,885.3
123.7,0.0,37.3,655.8
120.2,0.3,78.8,1338.7
122.5,0.8,35.9,934.4
118.5,0.1,74.3,749.8
119.3,0.3,56.4,1226.6
118.0,0.0,57.6,868.0
120.1,1.6,61.2,1181.7
119.3,0.2,75.5,1178.8
119.9,0.8,56.3,1118.8
117.4,0.0,55.5,858.8
120.1,0.2,74.7,825.3
119.5,0.2,75.3,1186.6
118.3,0.1,75.1,704.4
120.6,0.2,75.1,1188.5
119.8,0.2,78.5,801.6
120.3,0.2,75.5,1003.3
122.1,1.1,29.0,793.1
118.6,0.1,73.0,677.1
120.6,0.6,59.1,569.3
122.5,1.6,43.8,1001.8
122.1,1.6,58.2,1330.9
120.3,0.4,78.4,1344.5
118.5,0.2,56.2,855.8
122.3,1.6,61.8,643.5
120.4,0.2,75.0,1168.5
119.4,0.3,61.5,551.4
119.4,0.3,55.0,1225.3
122.5,0.2,54.5,795.5
123.5,1.1,30.4,782.9
123.4,1.6,48.6,991.7
121.8,1.1,60.1,873.1
119.7,0.8,54.2,527.5
120.5,0.2,50.5,1174.5
118.9,0.1,67.9,667.9
119.9,0.4,34.5,943.2
121.0,1.6,60.5,1187.6
121.0,0.4,69.4,796.6
117.6,0.1,80.5,1109.7
121.6,0.4,59.9,562.6
120.2,1.6,53.3,838.0
117.5,0.1,58.2,1000.3
117.9,0.1,73.2,656.7
119.4,0.1,74.9,751.2
119.4,0.2,52.1,1019.6
117.9,0.1,74.1,773.2
122.8,0.1,75.4,577.4
118.6,0.2,46.6,1228.3
119.7,1.5,54.7,876.0
122.0,1.6,58.2,1187.1
118.6,0.3,76.2,1393.3
122.5,1.1,62.2,1347.5
120.8,0.2,75.1,1158.3
116.1,0.0,62.1,1218.3
120.9,0.3,52.3,936.9
120.4,0.2,56.7,568.8
121.4,0.6,54.9,1235.7
120.9,0.6,62.0,1065.2
122.1,1.1,30.5,786.6
121.5,0.2,51.2,1182.2
121.9,0.6,41.5,1079.4
122.4,1.6,50.8,1134.9
120.2,0.2,51.0,1166.8
120.9,0.4,57.3,535.8
119.6,0.8,62.5,1084.7
116.6,0.0,54.6,865.9
119.7,0.4,35.7,932.7
119.3,0.6,82.1,1397.7
120.9,0.6,43.8,859.3
124.0,1.2,35.2,560.5
120.8,1.6,58.4,1320.6
118.9,0.2,74.4,1164.2
120.3,0.2,81.4,1008.2
121.3,1.1,28.4,787.3
120.9,0.4,31.6,941.8
119.3,0.1,72.7,659.1
122.9,1.6,51.7,1149.8
120.3,0.2,81.8,1019.8
122.2,0.6,41.9,1088.2
119.1,0.1,73.3,665.9
119.3,0.1,73.0,998.4
121.3,1.2,40.1,1083.7
120.5,0.4,77.7,1185.1
119.5,0.4,66.7,977.9
120.1,0.2,75.8,880.9
120.1,0.2,74.8,1176.3
121.5,0.4,56.4,1234.2
121.5,1.2,40.2,1081.3
121.8,1.2,39.6,994.7
121.4,0.3,51.8,939.3
115.9,0.0,61.8,1224.4
119.6,0.8,54.3,541.6
120.0,0.6,80.9,1382.6
120.2,0.2,67.7,1064.7
120.2,0.2,52.4,1092.0
120.9,0.2,61.2,568.5
120.2,0.2,64.0,816.6
120.0,0.6,82.1,1372.8
122.1,1.6,43.1,1000.7
119.9,0.2,79.9,945.3
121.5,0.4,79.3,718.6
123.1,1.1,31.9,792.7
118.7,0.1,74.1,709.3
121.1,0.1,52.3,1178.8
120.2,1.6,58.8,1241.7
118.8,0.2,73.6,1010.1
120.7,0.4,77.8,1181.7
120.0,0.1,76.8,1112.0
122.2,1.1,51.7,855.9
120.4,1.6,44.5,966.7
120.4,0.2,74.7,1176.3
119.3,1.6,38.8,1225.4
121.9,1.2,51.5,853.7
119.3,0.0,54.9,866.9
122.3,0.2,51.2,1171.8
120.4,0.3,53.5,925.6
119.8,0.2,75.1,1181.7
122.3,0.1,52.5,1168.4
121.5,0.8,62.5,1047.2
120.0,0.2,81.6,649.7
120.6,0.3,50.7,924.4
121.8,0.8,61.5,1074.0
121.0,0.3,61.9,536.7
120.8,0.2,58.1,635.6
121.0,0.3,53.1,719.2
119.7,0.2,81.1,1017.2
121.3,0.8,61.5,642.0
120.0,0.6,81.7,1391.8
121.9,1.2,39.2,1004.2
122.1,0.2,51.7,1174.6
122.6,0.8,44.7,1227.4
118.6,0.1,73.2,649.4
120.8,1.6,61.6,1184.6
120.0,0.4,80.7,1345.0
121.5,0.6,51.7,943.5
121.3,0.1,52.0,1168.7
121.0,0.6,47.3,1086.2
122.9,0.8,44.4,1232.2
120.7,0.3,61.3,567.9
121.4,0.3,81.4,800.6
121.1,0.6,40.7,1007.8
121.5,0.4,32.7,943.1
120.6,0.3,78.7,1373.8
120.7,0.4,56.1,1002.2
122.3,1.6,41.5,1227.7
119.6,0.4,78.3,1170.5
121.9,0.9,46.6,866.8
119.5,1.6,41.8,955.5
121.2,0.1,80.7,1106.7
121.7,0.6,59.3,567.0
121.1,0.6,47.5,1084.3
122.2,0.3,50.9,930.3
121.0,1.6,41.0,963.8
120.7,1.6,40.6,1229.7
121.6,0.6,67.4,954.5
