Discharge Temp(F),Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
73.8,119.7,0.6,61.8,1053
73.9,120.5,0.6,61.9,1067.1
74,121.1,0.6,62.3,1074.9
73.8,121.5,0.6,62.3,1064.2
73.7,121.4,0.6,62.2,1068.6
73.6,120.7,0.6,62.1,1060.3
73.7,119.8,0.6,61.9,1067.6
73.8,119.6,0.6,61.9,1075.9
73.9,120.2,0.6,61.9,1097.4
73.8,121.5,0.6,61.9,1027.7
73.8,121.5,0.6,61.9,1027.7
73.7,121.5,0.6,62.1,1067.1
73.8,120.9,0.6,62,1088.6
74,120,0.6,62.1,1068.6
74.2,119.6,0.6,62.3,1058.4
74.4,120.1,0.6,62.2,1050.1
74.6,120.9,0.6,62,1065.2
75,121.5,0.6,62.1,1069.6
75.4,121.8,0.6,62.1,1055.4
75.7,121.6,0.6,62,1086.6
75.8,120.6,0.8,62.1,1052.5
76.1,119.6,0.8,62.1,1062.3
76.2,119.8,0.8,62.3,1065.2
76.2,120.7,0.8,62.2,1088.1
75.8,121.8,0.8,62,1073.5
75.8,121.8,0.8,62,1073.5
75.7,121.3,0.8,61.9,1072.5
75.8,120.2,0.8,62.1,1059.8
76,119.6,0.8,62.3,1091
76.1,120,0.8,62.2,1078.8
76,121,0.8,62,1066.2
75.8,121.7,0.8,61.9,1072.5
75.6,121.8,0.8,61.9,1073
75.6,121,0.8,61.8,1055
75.7,119.9,0.8,61.8,1075.4
75.9,119.6,0.8,61.9,1055.4
76,120.3,0.8,61.9,1070.6
76,121.3,0.8,62,1068.1
75.8,121.8,0.8,61.8,1061.3
75.8,120.8,0.8,62.1,1069.6
75.8,120.6,0.8,62.1,1081.8
75.9,119.7,0.8,62.2,1085.2
76.1,119.7,0.8,62.2,1066.7
76.1,120.7,0.8,62.1,1083.7
76,121.5,0.8,62.1,1082.7
75.9,121.8,0.8,62,1055
75.7,121.3,0.8,62,1070.6
75.8,120.1,0.8,62.1,1066.7
76,119.5,0.8,62,1079.3
76.2,120,0.8,62.1,1067.1
76.3,121,0.8,62.2,1059.3
76.2,121.7,0.8,62.4,1088.1
75.9,121.8,0.8,62.3,1043.7
75.9,121.2,0.8,62.3,1070.1
76.1,119.6,0.8,62.2,1058.4
76.1,119.6,0.8,62.2,1058.4
76.2,120.2,0.8,62.1,1068.1
76.1,121.2,0.8,62.2,1057.9
75.9,121.8,0.8,62.2,1038.9
75.7,121.7,0.8,62.1,1054
75.7,120.8,0.8,62,1063.7
75.9,119.8,0.8,62.2,1056.9
76.1,119.6,0.8,62.1,1080.3
76.1,120.5,0.8,62.1,1071.5
75.9,121.4,0.8,62.1,1076.4
75.6,121.8,0.8,61.8,1074.5
75.5,121.4,0.8,61.7,1076.9
75.6,120.3,0.8,61.7,1073.5
75.7,119.6,0.8,61.8,1065.2
75.9,120.9,0.8,61.8,1039.4
75.9,---,0.8,61.8,1039.4
75.8,121.6,0.8,61.8,1051.1
75.6,121.8,0.8,61.9,1049.1
75.5,121,0.8,61.8,1068.1
75.7,119.9,0.8,61.8,1079.3
75.9,119.6,0.8,61.8,1061.3
76,120.3,0.8,61.9,1071
76,121.2,0.8,61.9,1068.1
75.8,121.7,0.8,62,1103.2
75.7,121.5,0.8,62,1072.5
75.7,120.5,0.8,62.1,1058.9
75.9,119.6,0.8,62.1,1074.9
76,119.7,0.8,62.1,1092
75.9,120.6,0.8,61.9,1053.5
75.6,121.8,0.8,61.8,1059.8
75.5,121.8,0.8,61.8,1059.8
75.4,121.3,0.8,61.6,1051.1
75.4,120.1,0.8,61.6,1078.8
75.7,119.5,0.8,61.6,1078.8
75.9,120,0.8,61.8,1072.5
75.9,121,0.8,61.8,1068.1
75.8,121.7,0.8,61.9,1058.9
75.6,121.7,0.8,61.8,1048.6
75.5,120.9,0.8,61.8,1072.5
75.6,119.8,0.8,61.8,1040.3
75.8,119.6,0.8,61.8,1055.9
75.9,120.3,0.8,61.8,1084.7
75.9,121.3,0.8,61.8,1067.6
75.7,121.8,0.8,61.8,1067.6
75.6,120.7,0.8,61.9,1079.8
75.6,120.7,0.8,62,1082.7
75.8,119.7,0.8,62,1062.3
76,119.6,0.8,62,1051.1
76.1,120.5,0.8,62,1061.3
76,121.4,0.8,62.1,1103.7
75.7,121.8,0.8,62.1,1058.9
75.5,121.4,0.8,62,1055.9
75.5,120.3,0.8,61.7,1059.3
75.7,119.6,0.8,61.7,1045.7
75.9,119.9,0.8,61.8,1067.6
75.9,120.9,0.8,61.8,1062.3
75.8,121.6,0.8,61.8,1077.9
75.6,121.8,0.8,61.9,1054.5
75.6,121.1,0.8,61.9,1075.9
75.8,119.6,0.8,61.9,1060.3
75.8,119.6,0.8,61.9,1060.3
75.9,120.2,0.8,61.8,1071
75.9,121.2,0.8,61.8,1068.6
75.7,121.8,0.8,61.7,1078.8
75.6,121.7,0.8,61.8,1064.7
75.6,120.8,0.8,61.9,1120.3
75.7,119.8,0.8,61.9,1065.2
75.9,119.7,0.8,61.9,1078.8
76,120.5,0.8,61.9,1087.1
75.9,121.4,0.8,61.9,1073.5
75.6,121.8,0.8,61.8,1062.8
75.5,121.4,0.8,61.8,1078.4
75.6,120.3,0.8,61.8,1083.2
75.8,119.6,0.8,61.8,1076.9
76.1,120.6,0.8,61.9,1071
76.1,120.8,0.8,61.9,1071
75.9,121.6,0.8,62.1,1056.9
75.7,121.8,0.8,62.1,1086.2
75.6,121.1,0.8,62,1049.1
75.6,120,0.8,61.8,1084.7
75.8,119.6,0.8,61.8,1078.4
75.9,120.2,0.8,61.9,1088.1
75.9,121.2,0.8,61.8,1097.9
75.8,121.7,0.8,61.8,1055.9
75.5,121.7,0.8,61.9,1063.7
75.5,120.7,0.8,61.8,1070.6
75.6,119.7,0.8,61.7,1074
75.8,119.7,0.8,61.7,1059.8
75.9,120.4,0.8,61.7,1095.9
75.8,121.8,0.8,61.8,1077.4
75.7,121.8,0.8,61.8,1077.4
75.6,121.5,0.8,61.9,1051.5
75.7,120.5,0.8,62,1050.6
75.9,119.6,0.8,62.1,1079.8
76,119.8,0.8,62.1,1069.1
76,120.7,0.8,62,1082.7
75.9,121.6,0.8,61.9,1078.8
75.6,121.8,0.8,61.9,1076.4
75.5,121.2,0.8,61.7,1056.4
75.6,120.1,0.8,61.8,1067.6
75.8,119.5,0.8,61.8,1087.1
75.9,120,0.8,61.8,1078.4
76,121,0.8,61.8,1075.4
75.8,121.7,0.8,61.9,1053.5
75.6,121.1,0.8,61.9,1083.7
75.6,120.9,0.8,61.9,1055
75.8,119.8,0.8,62,1065.2
76,119.6,0.8,62,1055.4
76,120.3,0.8,62,1068.6
75.9,121.3,0.8,62,1031.6
75.7,121.8,0.8,61.8,1061.8
75.6,121.5,0.8,61.9,1074
75.7,120.5,0.8,62,1079.3
75.8,119.6,0.8,62,1068.6
76,119.8,0.8,62,1058.9
76.1,120.8,0.8,62,1057.9
76,121.6,0.8,62.1,1044.2
75.9,121.8,0.8,62.2,1065.7
75.7,121.2,0.8,62.2,1067.1
75.9,119.5,0.8,62.1,1057.9
75.9,119.5,0.8,62.1,1057.9
76,120.1,0.8,62.1,1066.7
76,121.1,0.8,62,1084.2
75.8,121.7,0.8,62,1089.1
75.6,121.7,0.8,61.8,1109.1
75.6,120.9,0.8,61.8,1076.4
75.8,119.8,0.8,61.9,1066.2
76.1,119.6,0.8,62.1,1060.3
76.3,120.3,0.8,62.3,1042.8
76.2,121.4,0.8,62.3,1094.4
76.1,121.8,0.8,62.4,1064.7
75.8,121.6,0.8,62.3,1061.3
75.8,120.6,0.8,62.3,1048.6
76,119.7,0.8,62.2,1084.7
76.2,120.4,0.8,62.1,1069.1
76.2,120.6,0.8,62.1,1069.1
76.1,121.5,0.8,62.1,1067.1
76,121.8,0.8,62.2,1075.9
75.9,121.4,0.8,62.4,1062.3
75.9,120.3,0.8,62.4,1055.4
76,119.6,0.8,62.2,1114.4
76.2,120,0.8,62.2,1111
76.1,121,0.8,62.1,1079.3
75.9,121.7,0.8,62,1071.5
75.8,121.8,0.8,61.9,1061.3
75.8,121,0.8,62,1065.2
76,119.9,0.8,62.1,1065.7
76.2,119.6,0.8,62.3,1049.1
76.3,120.3,0.8,62.4,1064.2
76.1,121.8,0.8,62.4,1047.6
76,121.8,0.8,62.4,1079.8
75.8,121.6,0.8,62.3,1075.9
75.8,120.6,0.8,62.1,1075.9
75.9,119.7,0.8,62.1,1071
76.1,119.7,0.8,62.2,1065.2
76.2,120.6,0.8,62.1,1059.3
76,121.5,0.8,62.2,1060.3
75.8,121.8,0.8,62.2,1074
75.6,121.4,0.8,62,1061.8
75.7,120.2,0.8,61.9,1063.7
75.9,119.6,0.8,62,1082.3
76,120,0.8,62,1068.1
76,121,0.8,61.9,1060.3
75.9,121.7,0.8,61.9,1062.3
75.6,121.2,0.8,61.9,1064.2
75.6,121,0.8,61.9,1038.4
75.7,119.8,0.8,61.9,1057.9
75.8,119.6,0.8,61.8,1054
76,120.3,0.8,61.8,1062.8
76,121.3,0.8,61.9,1065.7
75.8,121.8,0.8,62,1060.8
75.7,121.5,0.8,62,1072
75.6,120.5,0.8,62,1063.7
75.8,119.7,0.8,61.9,1056.4
76,119.6,0.8,61.9,1060.8
76.1,120.5,0.8,62.1,1067.6
76,121.4,0.8,62.1,1056.4
75.8,121.8,0.8,62.1,1128.1
75.6,121.4,0.8,61.9,1085.2
75.9,119.6,0.8,62,1078.4
75.9,119.6,0.8,62,1078.4
76,119.9,0.8,61.9,1085.7
76,120.9,0.8,61.9,1070.6
75.8,121.6,0.8,61.9,1063.2
75.6,121.8,0.8,61.9,1061.8
75.6,121.1,0.8,62,1063.2
75.7,120,0.8,62,1087.6
75.9,119.6,0.8,62,1073.5
76,120.3,0.8,61.9,1068.1
75.9,121.2,0.8,61.9,1080.8
75.6,121.8,0.8,61.9,1079.8
75.4,121.6,0.8,61.7,1053.5
75.5,120.6,0.8,61.7,1051.1
75.7,119.6,0.8,61.8,1079.8
75.9,120.5,0.8,61.8,1069.1
75.9,120.7,0.8,61.8,1069.1
75.7,121.5,0.8,61.6,1065.7
75.5,121.8,0.8,61.6,1056.4
75.4,121.2,0.8,61.7,1065.2
75.5,120.1,0.8,61.7,1074
75.6,119.6,0.8,61.7,1054.5
75.8,120.1,0.8,61.7,1081.3
75.9,121,0.8,61.8,1083.2
75.7,121.7,0.8,61.8,1087.1
75.5,121.8,0.8,61.8,1084.7
75.4,121.1,0.8,61.6,1069.1
75.5,120,0.8,61.6,1064.2
75.8,119.6,0.8,61.7,1078.8
75.9,120.3,0.8,61.8,1070.1
75.6,121.8,0.8,61.7,1060.8
75.6,121.8,0.8,61.7,1063.7
75.4,121.6,0.8,61.7,1074.9
75.4,120.6,0.8,61.7,1058.4
75.5,119.7,0.8,61.5,1086.6
75.6,119.7,0.8,61.5,1064.7
75.7,120.6,0.8,61.5,1069.6
75.6,121.5,0.8,61.5,1060.3
75.4,121.8,0.8,61.5,1074
75.4,121.3,0.8,61.6,1068.6
75.5,120.2,0.8,61.7,1091
75.7,119.5,0.8,61.7,1071.5
75.9,120,0.8,61.7,1044.7
75.9,121,0.8,61.8,1090.1
75.8,121.7,0.8,61.8,1058.9
75.6,121,0.8,62,1064.7
75.6,120.9,0.8,62,1064.7
75.7,119.8,0.8,62,1071.5
75.9,119.5,0.8,61.9,1091.5
76,120.3,0.8,61.9,1069.1
75.9,121.3,0.8,62,1056.9
75.6,121.8,0.8,61.9,1072
75.4,121.5,0.8,61.7,1073
75.4,120.4,0.8,61.6,1050.6
75.6,119.6,0.8,61.6,1091
75.8,119.8,0.8,61.7,1035
75.8,120.7,0.8,61.6,1085.7
75.7,121.6,0.8,61.6,1071.5
75.6,121.8,0.8,61.7,1047.6
75.4,121.4,0.8,61.6,1089.6
75.8,119.6,0.8,61.8,1071
75.8,119.6,0.8,61.8,1071
76,119.9,0.8,61.8,1046.2
76,120.9,0.8,61.9,1074.9
75.9,121.6,0.8,62,1073
75.7,121.8,0.8,61.9,1090.1
75.7,121,0.8,62,1066.7
75.8,119.9,0.8,62.1,1086.6
76,119.6,0.8,62.1,1079.3
76.1,120.3,0.8,62,1051.1
76,121.2,0.8,61.9,1076.4
75.9,121.8,0.8,61.9,1076.9
75.7,121.6,0.8,62,1045.2
75.8,120.7,0.8,62.1,1174.4
76,119.7,0.8,62.1,1193.9
76.2,120.4,0.8,62.2,1062.8
76.2,120.6,0.8,62.2,1050.6
76.1,121.5,0.8,62.2,1069.6
75.9,121.8,0.8,62.1,1059.3
75.8,121.4,0.8,62.1,1087.1
75.9,120.2,0.8,62.2,1047.6
76.1,119.6,0.8,62.1,1040.8
76.2,120,0.8,62.2,1080.8
76.1,121,0.8,62.1,1074.5
76,121.7,0.8,62,1052
75.8,121.7,0.8,62.1,1025.7
75.8,121,0.8,62.2,1023.3
76,119.9,0.8,62.3,1056.4
76.1,119.6,0.8,62.3,1056.9
76.2,120.3,0.8,62.3,1051.1
76,121.8,0.8,62.2,1088.1
76,121.8,0.8,62.2,1080.3
75.8,121.6,0.8,62.2,1063.2
75.8,120.7,0.8,62.2,1045.2
75.9,119.7,0.8,62.1,1066.2
76.1,119.7,0.8,62.2,1060.3
76.1,120.5,0.8,62.2,1068.6
76,121.4,0.8,62.1,1074
75.9,121.9,0.8,62.1,1062.8
75.8,121.5,0.8,62.2,1058.4
75.8,120.3,0.8,62.2,1057.9
76,119.6,0.8,62.2,1060.8
76.2,119.9,0.8,62.2,1058.9
76.2,120.9,0.8,62.2,1077.4
76,121.6,0.8,62.2,1060.3
75.7,121.2,0.8,62.1,1081.8
---,121.2,0.8,62.1,1066.7
75.9,120,0.8,62.1,1061.3
76.1,119.6,0.8,62.1,1049.6
76.2,120.2,0.8,62.1,1067.6
76.2,121.2,0.8,62.2,1058.4
76,121.8,0.8,62.2,1045.2
75.8,121.7,0.8,62.2,1087.1
75.9,120.8,0.8,62.4,1071.5
76,119.7,0.8,62.4,1063.2
76.1,119.7,0.8,62.3,1092.5
76.1,120.6,0.8,62.1,1064.2
76,121.5,0.8,62.2,1090.1
75.8,121.8,0.8,62,1053.5
75.6,121.4,0.8,62,1084.7
75.8,119.6,0.8,61.9,1072
75.9,119.6,---,---,---
76.1,119.9,0.8,62,1067.6
76.1,120.9,0.8,62,1086.2
76,121.7,0.8,62.1,1090.5
75.8,121.8,0.8,62.2,1082.7
75.8,121.1,0.8,62.1,1052.5
76,120,0.8,62.2,1081.8
76.2,119.6,0.8,62.4,1061.3
76.2,120.1,0.8,62.4,1068.1
76.2,121.1,0.8,62.2,1063.7
76.1,121.7,0.8,62.3,1060.3
75.9,121.7,0.8,62.4,1085.2
75.9,120.9,0.8,62.4,1077.4
76.1,119.8,0.8,62.4,1085.7
76.3,120.3,0.8,62.3,1068.1
76.3,120.5,0.8,62.3,1068.1
76.2,121.4,0.8,62.3,1070.1
76.1,121.8,0.8,62.4,1065.7
76,121.5,0.8,62.5,1047.2
76,120.5,0.8,62.6,1078.4
76.1,119.7,0.8,62.5,1050.1
76.2,119.9,0.8,62.5,1066.7
76.1,120.9,0.8,62.2,1074.5
76,121.7,0.8,62.1,1043.7
75.7,121.9,0.8,62.3,1076.4
75.6,121.2,0.8,62.1,1072
75.7,120.1,0.8,62.1,1054
76,119.6,0.8,62,1076.4
76.1,120.2,0.8,62.1,1045.2
75.9,121.7,0.8,61.9,1080.3
75.9,121.7,0.8,61.9,1074.5
75.8,121.7,0.8,62,1077.9
75.7,120.8,0.8,62.1,1096.4
75.9,119.8,0.8,61.9,1052
76.3,119.7,0.8,62.2,1073
76.4,120.3,0.8,62.5,1058.9
76.3,121.3,0.8,62.6,1067.1
76,121.8,0.8,62.5,1085.7
75.9,121.6,0.8,62.4,1063.7
75.9,120.6,0.8,62.3,1071
76.1,119.6,0.8,62.5,1084.7
76.2,119.7,0.8,62.4,1078.4
76.1,120.7,0.8,62.3,1085.7
76,121.5,0.8,62,1076.4
75.9,121.3,0.8,62.4,1069.6
75.9,121.3,0.8,62.4,1069.6
76,120.2,0.8,62.4,1049.1
76.2,119.6,0.8,62.5,1042.3
76.3,120,0.8,62.5,1061.3
76.3,121.1,0.8,62.5,1051.5
76.3,121.8,0.8,62.5,1068.1
76.1,121.8,0.8,62.6,1065.2
76,120.9,0.8,62.5,1056.4
76.2,119.9,0.8,62.5,1062.8
76.3,119.6,0.8,62.5,1079.8
76.4,120.4,0.8,62.6,1039.8
76.2,121.4,0.8,62.5,1078.4
76,121.9,0.8,62.4,1064.7
75.8,121.6,0.8,62.3,1100.8
75.9,119.7,0.8,62.2,1066.2
75.9,119.6,0.8,62.2,1066.2
76,119.8,0.8,62.1,1067.6
76,120.7,0.8,62,1081.8
75.9,121.5,0.8,61.9,1052
75.7,121.8,0.8,61.9,1063.2
75.7,121.2,0.8,61.9,1063.7
75.8,120.1,0.8,62.3,1063.2
75.9,119.6,0.8,62.2,1081.3
76.1,120.1,0.8,62.1,1099.8
76.1,121.1,0.8,62.2,1049.6
75.9,121.7,0.8,62.2,1042.8
75.8,121.8,0.8,61.9,1060.3
75.9,121,0.8,62.3,1079.8
76,119.9,0.8,62.5,1012.5
76.2,120.3,0.8,61.9,1046.2
76.3,120.3,0.8,61.9,1046.2
76.5,121.3,0.8,62.5,1074.5
76.4,121.8,0.8,62.8,1063.2
76.2,121.6,0.8,62.8,1076.9
76.2,120.6,0.8,62.8,1063.7
76.3,119.7,0.8,62.8,1113.9
76.5,119.7,0.8,62.7,1073
76.5,120.6,0.8,62.7,1090.5
76.4,121.5,0.8,62.8,1075.9
76.1,121.9,0.8,62.7,1045.7
76,121.4,0.8,62.4,1068.1
76.1,120.3,0.8,62.6,1048.1
76.2,119.6,0.8,62.6,1084.7
76.4,120,0.8,62.5,1080.8
76.2,121.6,0.8,62.4,1035.5
76.2,---,0.8,62.4,1068.1
76.1,121.8,0.8,62.5,1088.1
76.1,121.1,0.8,62.6,1071.5
76.2,119.9,0.8,62.7,1068.6
76.4,119.6,0.8,62.7,1063.2
76.4,120.3,0.8,62.6,1082.3
76.4,121.3,0.8,62.5,1064.7
76.2,121.8,0.8,62.4,1081.3
76.2,121.7,0.8,62.5,1080.3
76.1,120.7,0.8,62.8,1079.8
76.3,119.7,0.8,62.7,1068.6
76.4,119.7,0.8,62.6,1069.1
76.4,120.6,0.8,62.5,1092.5
76.3,121.5,0.8,62.4,1057.9
75.9,121.6,0.8,62.2,1076.9
75.9,121.5,0.8,62.3,1076.9
76.1,120.4,0.8,62.4,1046.7
76.3,119.6,0.8,62.6,1064.7
76.4,119.9,0.8,62.4,1103.7
76.4,120.9,0.8,62.4,1058.4
76.3,121.7,0.8,62.4,1059.8
76.2,121.8,0.8,62.5,1048.1
76.1,121.2,0.8,62.7,1059.3
76.1,120,0.8,62.6,1063.7
76.3,119.6,0.8,62.5,1066.2
76.5,120.2,0.8,62.6,1042.8
76.4,121.2,0.8,62.6,1072.5
76.3,121.8,0.8,62.6,1076.4
76,121.7,0.8,62.5,1080.3
76.1,119.9,0.8,62.5,1068.1
76.1,119.9,0.8,62.5,1068.1
76.3,119.6,0.8,62.5,1072
76.4,120.4,0.8,62.4,1054
76.4,121.3,0.8,62.4,1071.5
76.2,121.8,0.8,62.6,1057.9
76.1,121.6,0.8,62.7,1058.9
76,120.6,0.8,62.6,1080.3
76.2,119.7,0.8,62.7,1043.3
76.3,119.8,0.8,62.6,1078.8
76.2,120.8,0.8,62.4,1087.1
76,121.6,0.8,62.2,1090.5
75.8,121.9,0.8,62,1056.4
75.7,121.3,0.8,62.1,1057.4
75.8,120.2,0.8,62.1,1085.7
76.2,119.9,0.8,62.3,1078.8
76.2,120.1,0.8,62.3,1078.8
76.1,121.1,0.8,62.3,1066.2
75.9,121.8,0.8,62.2,1081.3
75.8,121.8,0.8,62.3,1039.8
75.7,120.9,0.8,62.4,1076.9
75.7,119.9,0.8,62.2,1079.3
75.9,119.6,0.8,61.9,1069.1
76.1,120.4,0.8,61.8,1075.4
76.2,121.4,0.8,62.2,1065.7
76,121.8,0.8,62.4,1059.3
75.9,121.6,0.8,62.3,1034
75.9,120.5,0.8,62.3,1079.3
76,119.7,0.8,62.3,1092
76.2,119.8,0.8,62.2,1063.7
76.2,121.5,0.8,62.3,1065.2
76.1,121.6,0.8,62.3,1061.3
75.8,121.9,0.8,62.4,1063.7
75.7,121.3,0.8,62.3,1052.5
75.7,120.1,0.8,62.2,1076.4
75.9,119.6,0.8,61.9,1066.7
76,120.1,0.8,62,1057.4
76,121.1,0.8,61.9,1039.8
75.9,121.8,0.8,62,1062.8
75.8,121.7,0.8,62.2,1071
75.7,120.8,0.8,62.3,1061.3
75.7,119.8,0.8,62.1,1082.7
75.8,119.6,0.8,62.2,1085.2
75.7,120.4,0.8,61.9,1073.5
75.5,121.2,0.8,61.2,1075.9
75.9,121.6,0.8,61.9,1063.7
75.9,121.6,0.8,62,1063.7
76.1,120.6,0.8,62.7,1093.5
76.2,119.7,0.8,62.6,1070.6
76.4,119.7,0.8,62.5,1063.7
76.5,120.6,0.8,62.6,1073
76.4,121.5,0.8,62.7,1077.4
76.2,121.8,0.8,62.8,1075.4
76,121.2,0.8,62.9,1084.2
75.8,120.1,0.8,62.8,1091
75.7,119.4,0.8,62.3,1090.1
75.8,119.8,0.8,61.5,1066.2
76.1,120.6,0.8,61.8,1078.8
76.8,121.1,0.8,62.4,1078.4
78,120.7,0.8,64.7,1079.3
79.5,119.3,0.8,73.6,1076.4
79.4,119.3,0.8,74.5,1079.3
79.8,119.4,0.2,75.4,1057.4
79.9,119.6,0.2,75.4,578.7
79.9,119.8,0.2,75.4,579.2
79.8,120,0.2,75.3,576.7
79.8,120.1,0.2,75.3,577.2
79.7,120.2,0.2,75.3,587.4
79.7,120.3,0.2,75.3,562.6
79.7,120.3,0.2,75.2,547
79.7,120.2,0.2,75.2,606.9
79.6,120.1,0.2,75.2,581.6
79.6,119.8,0.2,75.1,563.1
79.6,119.5,0.2,75.1,585
79.6,119.2,0.2,75.1,592.3
79.6,118.7,0.2,75,571.8
79.6,118.7,0.2,75,571.8
79.5,118.5,0.2,75,572.8
79.5,118.5,0.2,74.9,576.2
79.4,118.6,0.2,74.9,579.2
79.4,118.9,0.2,74.9,574.3
79.4,119.1,0.2,74.8,549.9
79.3,119.3,0.2,74.8,550.9
79.3,119.6,0.2,74.7,595.7
79.2,119.7,0.2,74.7,579.6
79.1,119.9,0.2,74.6,536.7
79.1,120.1,0.2,74.6,595.2
79,120.2,0.2,74.5,565
78.9,120.3,0.2,74.5,613.8
78.9,120.4,0.2,74.4,583.5
78.7,120.4,0.2,74.3,571.4
78.7,120.4,0.2,74.3,549.9
78.6,120.3,0.2,74.2,563.1
78.5,120.1,0.2,74.1,594.8
78.5,119.9,0.2,74,597.2
78.4,119.6,0.2,73.9,574.3
78.4,119.3,0.2,73.9,559.2
78.3,119.1,0.2,73.7,565
78.2,118.9,0.2,73.6,581.6
78.1,118.9,0.2,73.5,542.6
78.1,119,0.2,73.3,558.2
78.2,119.2,0.2,73.1,563.1
78.4,119.5,0.2,72.8,548.4
78.7,119.7,0.2,72.4,549.4
79.1,120,0.2,71.8,574.3
78.4,120.4,0.2,69.7,572.3
78.2,120.5,0.2,69.3,502.6
75.8,120.7,0.2,66.7,216
74.5,120.8,0.2,64.2,21.9
73.6,120.8,0.2,62.6,20.5
73,120.6,0.2,62.9,119
72.6,120.3,0.2,63.1,118.5
72.5,119.8,0.2,63.6,138.5
72.4,119.4,0.2,62.9,489
72.4,119.2,0.2,62.9,535.3
72.4,119.2,0.2,62.9,527
72.5,119.5,0.2,62.9,528.5
72.5,119.9,0.2,62.9,547.5
72.5,120.3,0.2,62.9,528
72.6,120.6,0.2,63.2,541.6
72.5,120.8,0.2,63.3,557.2
72.5,120.8,0.2,63.3,557.2
72.5,120.7,0.2,63.3,541.6
72.5,120.5,0.2,63.3,549.4
72.4,120.2,0.2,63.3,534.3
72.4,119.7,0.2,63.1,547.5
72.4,119.3,0.2,62.9,557.7
72.4,119.2,0.2,62.9,552.8
72.5,119.4,0.2,62.9,530.9
72.5,119.7,0.2,62.9,534.3
72.5,120.1,0.2,63,538.7
72.5,120.5,0.2,63,553.8
72.6,120.7,0.2,63,517.7
72.6,120.9,0.2,62.9,579.2
72.7,121,0.2,62.9,564.5
73.2,120.8,0.2,63,564
73.2,120.7,0.2,63,549.4
73.6,120.4,0.2,63,552.3
73.8,119.9,0.2,62.9,533.3
74,119.5,0.2,62.7,544.5
74,119.4,0.3,62,574.3
74,119.6,0.3,61.8,543.6
73.9,120.1,0.3,61.8,540.2
73.9,120.6,0.3,61.8,560.1
73.8,120.9,0.3,61.9,563.6
73.8,121.1,0.3,61.8,550.4
73.9,121.1,0.3,61.7,551.4
73.9,120.8,0.3,61.8,567.9
74,120.3,0.3,62,528.5
74,119.7,0.3,61.9,536.3
74,119.4,0.3,62,531.4
74,119.5,0.3,62,531.4
74,119.9,0.3,62,545.5
73.9,120.4,0.3,61.9,534.3
73.8,120.8,0.3,61.9,531.4
73.8,121,0.3,61.8,549.4
73.7,121.1,0.3,61.8,550.9
73.7,121,0.3,61.9,536.7
73.7,120.6,0.3,61.8,536.3
73.7,120.1,0.3,61.6,555.8
73.8,119.5,0.3,61.5,544.5
73.9,119.4,0.3,61.5,545.5
73.9,119.7,0.3,61.6,552.8
73.9,120.2,0.3,61.7,533.8
73.8,120.6,0.3,61.8,592.3
73.6,121.1,0.3,61.8,529.4
73.6,121.1,0.3,61.8,544.1
73.6,121.1,0.3,61.7,519.2
73.6,120.8,0.3,61.6,553.8
73.5,120.2,0.3,61.5,534.8
73.6,119.7,0.3,61.3,547.5
73.7,119.4,0.3,61.1,521.1
73.7,119.6,0.3,61.3,500.2
73.7,120,0.3,61.5,543.6
73.6,120.5,0.3,61.4,541.6
73.6,120.8,0.3,61.4,538.7
73.6,121.1,0.3,61.4,550.4
73.6,121.1,0.3,61.5,542.6
73.6,120.9,0.3,61.5,543.6
73.6,120.4,0.3,61.4,530.9
73.6,119.5,0.3,61.3,524.6
73.6,119.4,0.3,61.3,524.6
73.6,119.4,0.3,61.4,530.9
73.6,119.8,0.3,61.3,524.1
73.6,120.3,0.3,61.3,553.3
73.6,120.7,0.3,61.3,567.9
73.5,121,0.3,61.3,532.8
73.5,121.1,0.3,61.4,542.1
73.5,121,0.3,61.4,532.4
73.5,120.6,0.3,61.3,553.8
73.6,120,0.3,61.3,563.1
73.7,119.5,0.3,61.4,528.5
73.7,119.4,0.3,61.5,551.4
73.6,119.7,0.3,61.6,560.6
73.6,120.2,0.3,61.6,540.6
73.3,120.9,0.3,61.3,530.9
73.3,120.9,0.3,61.3,530.9
73.1,121.1,0.3,61.2,575.7
73,121,0.3,61.1,551.9
73.1,120.8,0.3,60.9,529.9
73.2,120.3,0.3,60.8,500.7
73.3,119.7,0.3,60.8,533.8
73.4,119.4,0.3,61.1,529.4
73.4,119.5,0.3,61.2,551.4
73.4,119.9,0.3,61.2,525
73.4,120.4,0.3,61.2,539.2
73.4,120.8,0.3,61.2,525
73.4,121,0.3,61.3,530.4
73.4,121.1,0.3,61.3,529.9
73.4,120.9,0.3,61.4,548.4
73.4,120,0.3,61.4,512.4
73.4,119.9,0.3,61.4,532.8
73.3,119.4,0.3,61.4,513.3
73.3,119.4,0.3,61.3,530.4
73.2,119.8,0.3,61.2,513.3
73.1,120.3,0.3,61.2,530.9
72.9,120.7,0.3,61,538.7
72.8,121,0.3,60.8,507.5
72.7,121.1,0.3,60.7,555.3
72.6,121,0.3,60.5,525.5
72.6,120.6,0.3,60.2,541.1
72.7,120,0.3,60.2,531.4
72.8,119.5,0.3,60.2,536.3
72.8,119.4,0.3,60.6,555.8
72.7,119.7,0.3,60.6,522.1
