Model,MSE,R^2,MAE,CV,Count
small_layers_diamond_500_0.0001_Adam.pt,0.5703554749488831,0.9942829608917236,0.41668760776519775,1.0773613452911377,3
small_layers_diamond_500_0.0001_AdamW.pt,0.6095120310783386,0.9938904643058777,0.4166700541973114,1.1137295961380005,3
small_layers_diamond_500_5e-05_Adam.pt,0.5404513478279114,0.9945827126502991,0.3736342191696167,1.0487377643585205,3
small_layers_diamond_500_5e-05_AdamW.pt,0.5923994779586792,0.9940619468688965,0.43678566813468933,1.097983717918396,3
small_layers_block_100_0.001_Adam.pt,1.0800338983535767,0.9891740679740906,0.7233616709709167,1.4825429916381836,3
small_layers_block_100_0.001_AdamW.pt,0.8966716527938843,0.9910120368003845,0.624137818813324,1.350844383239746,3
small_layers_block_100_0.0005_Adam.pt,0.7142866849899292,0.9928402304649353,0.4934293329715729,1.205660104751587,3
small_layers_block_100_0.0005_AdamW.pt,0.912420928478241,0.9908542037010193,0.6619867086410522,1.3626561164855957,3
small_layers_block_100_0.0001_Adam.pt,0.647066593170166,0.9935140013694763,0.44037750363349915,1.1475275754928589,3
small_layers_block_100_0.0001_AdamW.pt,0.6574215292930603,0.9934102296829224,0.44749942421913147,1.1566729545593262,3
small_layers_block_100_5e-05_Adam.pt,0.643171489238739,0.9935530424118042,0.4459419250488281,1.1440683603286743,3
small_layers_block_100_5e-05_AdamW.pt,0.613102912902832,0.9938544631004333,0.4156762957572937,1.117005467414856,3
small_layers_block_250_0.001_Adam.pt,0.7524300813674927,0.9924578666687012,0.4956696927547455,1.2374330759048462,3
small_layers_block_250_0.001_AdamW.pt,0.7712280750274658,0.9922694563865662,0.5377068519592285,1.2527951002120972,3
small_layers_block_250_0.0005_Adam.pt,0.6971003413200378,0.9930124878883362,0.46286317706108093,1.191067099571228,3
small_layers_block_250_0.0005_AdamW.pt,0.7307607531547546,0.9926750659942627,0.5075663924217224,1.2194843292236328,3
small_layers_block_250_0.0001_Adam.pt,0.6114854216575623,0.9938706755638123,0.4110994338989258,1.1155309677124023,3
small_layers_block_250_0.0001_AdamW.pt,0.6320595145225525,0.9936644434928894,0.4327250123023987,1.134142518043518,3
small_layers_block_250_5e-05_Adam.pt,0.5908518433570862,0.9940775036811829,0.4053610861301422,1.0965486764907837,3
small_layers_block_250_5e-05_AdamW.pt,0.6125224232673645,0.9938602447509766,0.4105270802974701,1.1164765357971191,3
small_layers_block_500_0.001_Adam.pt,0.7929688096046448,0.9920515418052673,0.5499178767204285,1.2703303098678589,3
small_layers_block_500_0.001_AdamW.pt,0.7856655120849609,0.9921247363090515,0.5358462333679199,1.2644668817520142,3
small_layers_block_500_0.0005_Adam.pt,0.6382216811180115,0.9936026930809021,0.4192090332508087,1.1396576166152954,3
small_layers_block_500_0.0005_AdamW.pt,0.6926449537277222,0.993057131767273,0.47728782892227173,1.187254786491394,3
small_layers_block_500_0.0001_Adam.pt,0.6222436428070068,0.9937628507614136,0.4222750961780548,1.1253013610839844,3
small_layers_block_500_0.0001_AdamW.pt,0.5987301468849182,0.9939985275268555,0.41548681259155273,1.1038349866867065,3
small_layers_block_500_5e-05_Adam.pt,0.6216548085212708,0.9937687516212463,0.42954763770103455,1.124768853187561,3
small_layers_block_500_5e-05_AdamW.pt,0.5570000410079956,0.9944168329238892,0.3756043016910553,1.0646729469299316,3
medium_layers_left_pyramid_100_0.001_Adam.pt,0.9165419340133667,0.9908128976821899,0.6198747158050537,1.3657296895980835,3
medium_layers_left_pyramid_100_0.001_AdamW.pt,0.7833872437477112,0.9921475648880005,0.5106739401817322,1.2626322507858276,3
medium_layers_left_pyramid_100_0.0005_Adam.pt,0.753848135471344,0.9924436807632446,0.5396077036857605,1.2385984659194946,3
medium_layers_left_pyramid_100_0.0005_AdamW.pt,0.6303620934486389,0.9936814308166504,0.4347967207431793,1.1326185464859009,3
medium_layers_left_pyramid_100_0.0001_Adam.pt,0.5690807700157166,0.9942957162857056,0.3873366117477417,1.0761568546295166,3
medium_layers_left_pyramid_100_0.0001_AdamW.pt,0.5395605564117432,0.9945915937423706,0.38302719593048096,1.0478731393814087,3
medium_layers_left_pyramid_100_5e-05_Adam.pt,0.5236877202987671,0.9947507381439209,0.37998560070991516,1.032344937324524,3
medium_layers_left_pyramid_100_5e-05_AdamW.pt,0.516603410243988,0.9948217272758484,0.37138667702674866,1.0253384113311768,3
medium_layers_left_pyramid_250_0.001_Adam.pt,0.7148745656013489,0.9928343296051025,0.49099501967430115,1.2061561346054077,3
medium_layers_left_pyramid_250_0.001_AdamW.pt,0.7083301544189453,0.9928998947143555,0.457510381937027,1.20062255859375,3
medium_layers_left_pyramid_250_0.0005_Adam.pt,0.6110138297080994,0.9938753843307495,0.4179966449737549,1.1151008605957031,3
medium_layers_left_pyramid_250_0.0005_AdamW.pt,0.6298388242721558,0.9936866760253906,0.4334324598312378,1.132148265838623,3
medium_layers_left_pyramid_250_0.0001_Adam.pt,0.5294135808944702,0.9946933388710022,0.364315390586853,1.0379732847213745,3
medium_layers_left_pyramid_250_0.0001_AdamW.pt,0.513788104057312,0.9948499202728271,0.36393439769744873,1.022540807723999,3
medium_layers_left_pyramid_250_5e-05_Adam.pt,0.5036856532096863,0.9949511885643005,0.3429592251777649,1.0124379396438599,3
medium_layers_left_pyramid_250_5e-05_AdamW.pt,0.5676928162574768,0.9943096041679382,0.38864415884017944,1.0748436450958252,3
medium_layers_left_pyramid_500_0.001_Adam.pt,0.8380268812179565,0.9915998578071594,0.5721954107284546,1.3059229850769043,3
medium_layers_left_pyramid_500_0.001_AdamW.pt,0.811291515827179,0.9918678402900696,0.5720595717430115,1.2849228382110596,3
medium_layers_left_pyramid_500_0.0005_Adam.pt,0.7483512163162231,0.9924987554550171,0.5501551628112793,1.234074354171753,3
medium_layers_left_pyramid_500_0.0005_AdamW.pt,0.7298350930213928,0.9926843643188477,0.49524763226509094,1.2187117338180542,3
medium_layers_left_pyramid_500_0.0001_Adam.pt,0.556045651435852,0.9944263696670532,0.3720669150352478,1.06376051902771,3
medium_layers_left_pyramid_500_0.0001_AdamW.pt,0.538042426109314,0.9946068525314331,0.3752399981021881,1.0463979244232178,3
medium_layers_left_pyramid_500_5e-05_Adam.pt,0.5347244143486023,0.9946401119232178,0.3687821626663208,1.0431665182113647,3
medium_layers_left_pyramid_500_5e-05_AdamW.pt,0.5156325697898865,0.9948314428329468,0.3537304997444153,1.0243746042251587,3
medium_layers_right_pyramid_100_0.001_Adam.pt,1.3293765783309937,0.9866747260093689,0.859023928642273,1.6447981595993042,3
medium_layers_right_pyramid_100_0.001_AdamW.pt,2.1080336570739746,0.9788697361946106,1.2261284589767456,2.07122540473938,3
medium_layers_right_pyramid_100_0.0005_Adam.pt,0.7291339039802551,0.9926913976669312,0.5011788606643677,1.2181261777877808,3
medium_layers_right_pyramid_100_0.0005_AdamW.pt,0.8117643594741821,0.9918631315231323,0.5922142863273621,1.2852972745895386,3
medium_layers_right_pyramid_100_0.0001_Adam.pt,0.6156678199768066,0.9938287138938904,0.42964133620262146,1.1193394660949707,3
medium_layers_right_pyramid_100_0.0001_AdamW.pt,0.6503993272781372,0.9934806227684021,0.448589950799942,1.1504788398742676,3
medium_layers_right_pyramid_100_5e-05_Adam.pt,0.6091481447219849,0.993894100189209,0.43314287066459656,1.1133971214294434,3
medium_layers_right_pyramid_100_5e-05_AdamW.pt,0.5905165672302246,0.9940808415412903,0.40893861651420593,1.0962374210357666,3
medium_layers_right_pyramid_250_0.001_Adam.pt,0.6920297741889954,0.9930633306503296,0.486098974943161,1.1867274045944214,3
medium_layers_right_pyramid_250_0.001_AdamW.pt,0.7912737131118774,0.9920685291290283,0.5516793727874756,1.2689718008041382,3
medium_layers_right_pyramid_250_0.0005_Adam.pt,0.7895818948745728,0.9920854568481445,0.5909543633460999,1.267614483833313,3
medium_layers_right_pyramid_250_0.0005_AdamW.pt,0.6157853603363037,0.9938275814056396,0.42384177446365356,1.1194463968276978,3
medium_layers_right_pyramid_250_0.0001_Adam.pt,0.569183349609375,0.9942947030067444,0.4029514789581299,1.0762537717819214,3
medium_layers_right_pyramid_250_0.0001_AdamW.pt,0.5786559581756592,0.9941997528076172,0.4127510190010071,1.0851726531982422,3
medium_layers_right_pyramid_250_5e-05_Adam.pt,0.5664122700691223,0.9943224787712097,0.38716965913772583,1.073630690574646,3
medium_layers_right_pyramid_250_5e-05_AdamW.pt,0.5670215487480164,0.9943163394927979,0.4020431637763977,1.0742079019546509,3
medium_layers_right_pyramid_500_0.001_Adam.pt,0.6512612700462341,0.9934719800949097,0.4364503026008606,1.1512409448623657,3
medium_layers_right_pyramid_500_0.001_AdamW.pt,0.8859956860542297,0.9911190271377563,0.6266770958900452,1.3427786827087402,3
medium_layers_right_pyramid_500_0.0005_Adam.pt,0.6222947835922241,0.9937623143196106,0.4297119975090027,1.12534761428833,3
medium_layers_right_pyramid_500_0.0005_AdamW.pt,0.6630145907402039,0.9933541417121887,0.45628803968429565,1.1615827083587646,3
medium_layers_right_pyramid_500_0.0001_Adam.pt,0.5760394930839539,0.9942259788513184,0.3890914022922516,1.082716464996338,3
medium_layers_right_pyramid_500_0.0001_AdamW.pt,0.5721429586410522,0.9942650198936462,0.40039947628974915,1.0790482759475708,3
medium_layers_right_pyramid_500_5e-05_Adam.pt,0.5404588580131531,0.9945825934410095,0.37445035576820374,1.0487451553344727,3
medium_layers_right_pyramid_500_5e-05_AdamW.pt,0.5635657906532288,0.9943509697914124,0.41603490710258484,1.0709296464920044,3
medium_layers_diamond_100_0.001_Adam.pt,1.114528775215149,0.9888283014297485,0.7318785190582275,1.5060322284698486,3
medium_layers_diamond_100_0.001_AdamW.pt,0.858864426612854,0.9913910031318665,0.5890523195266724,1.3220592737197876,3
medium_layers_diamond_100_0.0005_Adam.pt,0.703611433506012,0.9929472208023071,0.4780942499637604,1.1966166496276855,3
medium_layers_diamond_100_0.0005_AdamW.pt,0.7770973443984985,0.9922106266021729,0.5559477806091309,1.2575531005859375,3
medium_layers_diamond_100_0.0001_Adam.pt,0.6245200634002686,0.9937400221824646,0.4196949303150177,1.127357840538025,3
medium_layers_diamond_100_0.0001_AdamW.pt,0.616338312625885,0.9938220381736755,0.41712382435798645,1.1199488639831543,3
medium_layers_diamond_100_5e-05_Adam.pt,0.6224246025085449,0.9937610030174255,0.422318696975708,1.125464916229248,3
medium_layers_diamond_100_5e-05_AdamW.pt,0.6148834228515625,0.9938365817070007,0.4210808575153351,1.1186261177062988,3
medium_layers_diamond_250_0.001_Adam.pt,0.7185623049736023,0.9927973747253418,0.4852081537246704,1.2092632055282593,3
medium_layers_diamond_250_0.001_AdamW.pt,0.8856714367866516,0.991122305393219,0.6087647676467896,1.3425328731536865,3
medium_layers_diamond_250_0.0005_Adam.pt,0.6101349592208862,0.9938842058181763,0.42280757427215576,1.1142984628677368,3
medium_layers_diamond_250_0.0005_AdamW.pt,0.8788225650787354,0.9911909699440002,0.6372918486595154,1.3373318910598755,3
medium_layers_diamond_250_0.0001_Adam.pt,0.5372750759124756,0.9946145415306091,0.3757598400115967,1.0456514358520508,3
medium_layers_diamond_250_0.0001_AdamW.pt,0.5734010338783264,0.9942523837089539,0.4064375162124634,1.0802339315414429,3
medium_layers_diamond_250_5e-05_Adam.pt,0.5382694005966187,0.9946045279502869,0.3666473627090454,1.0466185808181763,3
medium_layers_diamond_250_5e-05_AdamW.pt,0.515937089920044,0.9948284029960632,0.36516737937927246,1.0246769189834595,3
medium_layers_diamond_500_0.001_Adam.pt,0.6875047087669373,0.9931086897850037,0.46197831630706787,1.182841181755066,3
medium_layers_diamond_500_0.001_AdamW.pt,1.0603288412094116,0.9893715977668762,0.6905661225318909,1.4689563512802124,3
medium_layers_diamond_500_0.0005_Adam.pt,0.7880759239196777,0.9921005964279175,0.5492932796478271,1.2664049863815308,3
medium_layers_diamond_500_0.0005_AdamW.pt,0.6940967440605164,0.9930425882339478,0.487636923789978,1.1884984970092773,3
medium_layers_diamond_500_0.0001_Adam.pt,0.5382359027862549,0.9946048855781555,0.3585796058177948,1.046586036682129,3
medium_layers_diamond_500_0.0001_AdamW.pt,0.5338804721832275,0.9946485757827759,0.3616589307785034,1.0423429012298584,3
medium_layers_diamond_500_5e-05_Adam.pt,0.5795257687568665,0.9941909909248352,0.3817596435546875,1.08598792552948,3
medium_layers_diamond_500_5e-05_AdamW.pt,0.5680004954338074,0.9943065643310547,0.3704163134098053,1.0751348733901978,3
medium_layers_block_100_0.001_Adam.pt,0.9913026094436646,0.990063488483429,0.63926762342453,1.4203380346298218,3
medium_layers_block_100_0.001_AdamW.pt,0.9899318218231201,0.9900772571563721,0.6544510722160339,1.4193557500839233,3
medium_layers_block_100_0.0005_Adam.pt,0.8895271420478821,0.9910836815834045,0.6199015378952026,1.345452070236206,3
medium_layers_block_100_0.0005_AdamW.pt,0.7413670420646667,0.9925687909126282,0.49857744574546814,1.228302240371704,3
medium_layers_block_100_0.0001_Adam.pt,0.6658406257629395,0.9933258295059204,0.45495399832725525,1.164055585861206,3
medium_layers_block_100_0.0001_AdamW.pt,0.6506350636482239,0.9934782385826111,0.44856250286102295,1.150687336921692,3
medium_layers_block_100_5e-05_Adam.pt,0.6510356068611145,0.9934742450714111,0.4627542197704315,1.1510415077209473,3
medium_layers_block_100_5e-05_AdamW.pt,0.6229361295700073,0.9937558770179749,0.430287629365921,1.1259273290634155,3
medium_layers_block_250_0.001_Adam.pt,0.8417913317680359,0.9915621280670166,0.5811843276023865,1.3088529109954834,3
medium_layers_block_250_0.001_AdamW.pt,0.8354104161262512,0.9916260838508606,0.548866331577301,1.3038828372955322,3
medium_layers_block_250_0.0005_Adam.pt,0.7212693095207214,0.9927701950073242,0.491218239068985,1.2115387916564941,3
medium_layers_block_250_0.0005_AdamW.pt,0.7688087224960327,0.9922937154769897,0.5272350311279297,1.250828504562378,3
medium_layers_block_250_0.0001_Adam.pt,0.6015614867210388,0.9939701557159424,0.4230630695819855,1.1064419746398926,3
medium_layers_block_250_0.0001_AdamW.pt,0.6307774186134338,0.9936772584915161,0.43955859541893005,1.1329915523529053,3
medium_layers_block_250_5e-05_Adam.pt,0.5768749713897705,0.994217574596405,0.4168209433555603,1.0835013389587402,3
medium_layers_block_250_5e-05_AdamW.pt,0.5589090585708618,0.9943976402282715,0.3906629681587219,1.0664958953857422,3
medium_layers_block_500_0.001_Adam.pt,0.7869163155555725,0.9921122193336487,0.5351175665855408,1.2654730081558228,3
medium_layers_block_500_0.001_AdamW.pt,0.7522461414337158,0.9924597144126892,0.5028955340385437,1.2372816801071167,3
medium_layers_block_500_0.0005_Adam.pt,0.7482500672340393,0.9924997687339783,0.5268744230270386,1.2339909076690674,3
medium_layers_block_500_0.0005_AdamW.pt,1.109330177307129,0.9888803958892822,0.7492860555648804,1.5025157928466797,3
medium_layers_block_500_0.0001_Adam.pt,0.7217876315116882,0.9927650094032288,0.48878175020217896,1.2119741439819336,3
medium_layers_block_500_0.0001_AdamW.pt,0.6131190061569214,0.993854284286499,0.43494468927383423,1.1170202493667603,3
medium_layers_block_500_5e-05_Adam.pt,0.5450689792633057,0.9945363998413086,0.37894320487976074,1.0532084703445435,3
medium_layers_block_500_5e-05_AdamW.pt,0.5993397235870361,0.9939923882484436,0.41608065366744995,1.1043968200683594,3
large_layers_left_pyramid_100_0.001_Adam.pt,0.9108445644378662,0.9908699989318848,0.5849072337150574,1.3614784479141235,3
large_layers_left_pyramid_100_0.001_AdamW.pt,0.9684226512908936,0.9902928471565247,0.6247362494468689,1.4038511514663696,3
large_layers_left_pyramid_100_0.0005_Adam.pt,0.6754879951477051,0.99322909116745,0.4847024977207184,1.1724584102630615,3
large_layers_left_pyramid_100_0.0005_AdamW.pt,0.7216379642486572,0.9927664995193481,0.5069450736045837,1.2118483781814575,3
large_layers_left_pyramid_100_0.0001_Adam.pt,0.5749667882919312,0.9942367076873779,0.4006516635417938,1.0817078351974487,3
large_layers_left_pyramid_100_0.0001_AdamW.pt,0.5245327353477478,0.9947422742843628,0.3742477595806122,1.033177375793457,3
large_layers_left_pyramid_100_5e-05_Adam.pt,0.5050117373466492,0.9949378967285156,0.356192946434021,1.0137698650360107,3
large_layers_left_pyramid_100_5e-05_AdamW.pt,0.5373648405075073,0.9946136474609375,0.3848111629486084,1.0457388162612915,3
large_layers_left_pyramid_250_0.001_Adam.pt,0.6511887907981873,0.993472695350647,0.4623754024505615,1.1511768102645874,3
large_layers_left_pyramid_250_0.001_AdamW.pt,0.6848660111427307,0.9931350946426392,0.4537627398967743,1.180569052696228,3
large_layers_left_pyramid_250_0.0005_Adam.pt,0.6328361630439758,0.9936566352844238,0.44582873582839966,1.1348390579223633,3
large_layers_left_pyramid_250_0.0005_AdamW.pt,0.636722207069397,0.9936177134513855,0.4349295198917389,1.1383180618286133,3
large_layers_left_pyramid_250_0.0001_Adam.pt,0.5350074172019958,0.9946372509002686,0.37168601155281067,1.0434424877166748,3
large_layers_left_pyramid_250_0.0001_AdamW.pt,0.4860757887363434,0.9951277375221252,0.3415064215660095,0.9945819973945618,3
large_layers_left_pyramid_250_5e-05_Adam.pt,0.46916574239730835,0.9952972531318665,0.32650914788246155,0.9771286249160767,3
large_layers_left_pyramid_250_5e-05_AdamW.pt,0.48812776803970337,0.9951071739196777,0.35897377133369446,0.9966790676116943,3
large_layers_left_pyramid_500_0.001_Adam.pt,0.7899861931800842,0.9920814037322998,0.5299968123435974,1.2679389715194702,3
large_layers_left_pyramid_500_0.001_AdamW.pt,0.772473156452179,0.9922569990158081,0.5473911166191101,1.2538058757781982,3
large_layers_left_pyramid_500_0.0005_Adam.pt,0.581466555595398,0.9941715598106384,0.405755877494812,1.087804913520813,3
large_layers_left_pyramid_500_0.0005_AdamW.pt,0.6246443390846252,0.9937387704849243,0.4315450191497803,1.1274700164794922,3
large_layers_left_pyramid_500_0.0001_Adam.pt,0.5407138466835022,0.9945800304412842,0.35791170597076416,1.0489925146102905,3
large_layers_left_pyramid_500_0.0001_AdamW.pt,0.5430311560630798,0.9945568442344666,0.39507508277893066,1.0512378215789795,3
large_layers_left_pyramid_500_5e-05_Adam.pt,0.5406568646430969,0.9945806264877319,0.38490527868270874,1.048937201499939,3
large_layers_left_pyramid_500_5e-05_AdamW.pt,0.517821729183197,0.9948095083236694,0.35212063789367676,1.0265467166900635,3
large_layers_right_pyramid_100_0.001_Adam.pt,0.9394158720970154,0.990583598613739,0.6260427832603455,1.3826669454574585,3
large_layers_right_pyramid_100_0.001_AdamW.pt,0.9796003103256226,0.9901807904243469,0.6498094797134399,1.4119296073913574,3
large_layers_right_pyramid_100_0.0005_Adam.pt,0.9243896007537842,0.9907342195510864,0.6095079183578491,1.3715641498565674,3
large_layers_right_pyramid_100_0.0005_AdamW.pt,0.7605029344558716,0.992376983165741,0.511967122554779,1.2440534830093384,3
large_layers_right_pyramid_100_0.0001_Adam.pt,0.837732195854187,0.9916028380393982,0.5997321605682373,1.3056933879852295,3
large_layers_right_pyramid_100_0.0001_AdamW.pt,0.8192669749259949,0.9917879104614258,0.594031810760498,1.2912232875823975,3
large_layers_right_pyramid_100_5e-05_Adam.pt,0.7023957967758179,0.9929593801498413,0.48370009660720825,1.1955825090408325,3
large_layers_right_pyramid_100_5e-05_AdamW.pt,0.7680196166038513,0.9923015832901001,0.5514144897460938,1.2501863241195679,3
large_layers_right_pyramid_250_0.001_Adam.pt,1.0399914979934692,0.9895754456520081,0.6802786588668823,1.4548006057739258,3
