Model,MSE,R^2,MAE,CV,Count
large_layers_right_pyramid_250_0.001_AdamW.pt,1.0699785947799683,0.9892748594284058,0.6935523152351379,1.4756256341934204,3
large_layers_right_pyramid_250_0.0005_Adam.pt,0.7774805426597595,0.9922067523002625,0.5557816624641418,1.2578630447387695,3
large_layers_right_pyramid_250_0.0005_AdamW.pt,0.7671351432800293,0.9923104643821716,0.519658088684082,1.2494664192199707,3
large_layers_right_pyramid_250_0.0001_Adam.pt,0.6187416911125183,0.9937978982925415,0.43521827459335327,1.1221303939819336,3
large_layers_right_pyramid_250_0.0001_AdamW.pt,0.6506322026252747,0.9934782385826111,0.43449681997299194,1.1506848335266113,3
large_layers_right_pyramid_250_5e-05_Adam.pt,0.5799748301506042,0.994186520576477,0.39072728157043457,1.0864084959030151,3
large_layers_right_pyramid_250_5e-05_AdamW.pt,0.5619908571243286,0.9943667650222778,0.3843424916267395,1.0694321393966675,3
large_layers_right_pyramid_500_0.001_Adam.pt,0.6961748600006104,0.9930217862129211,0.48051947355270386,1.1902762651443481,3
large_layers_right_pyramid_500_0.001_AdamW.pt,0.8148455023765564,0.9918322563171387,0.536051869392395,1.2877342700958252,3
large_layers_right_pyramid_500_0.0005_Adam.pt,0.7056753635406494,0.9929265379905701,0.4928000569343567,1.1983704566955566,3
large_layers_right_pyramid_500_0.0005_AdamW.pt,0.665314257144928,0.9933310747146606,0.4603842496871948,1.16359543800354,3
large_layers_right_pyramid_500_0.0001_Adam.pt,0.5206151008605957,0.994781494140625,0.35640978813171387,1.0293118953704834,3
large_layers_right_pyramid_500_0.0001_AdamW.pt,0.5757644176483154,0.994228720664978,0.38230180740356445,1.0824580192565918,3
large_layers_right_pyramid_500_5e-05_Adam.pt,0.5178306102752686,0.9948094487190247,0.348373681306839,1.0265556573867798,3
large_layers_right_pyramid_500_5e-05_AdamW.pt,0.5658980011940002,0.9943276047706604,0.39539051055908203,1.0731432437896729,3
large_layers_diamond_100_0.001_Adam.pt,1.772157073020935,0.9822364449501038,1.02981436252594,1.899064302444458,3
large_layers_diamond_100_0.001_AdamW.pt,0.8130537271499634,0.9918501973152161,0.5293570160865784,1.2863175868988037,3
large_layers_diamond_100_0.0005_Adam.pt,0.7334198951721191,0.9926484227180481,0.4843508303165436,1.2217010259628296,3
large_layers_diamond_100_0.0005_AdamW.pt,0.7288402915000916,0.9926943182945251,0.5065038204193115,1.2178808450698853,3
large_layers_diamond_100_0.0001_Adam.pt,0.7127552628517151,0.9928555488586426,0.506463348865509,1.20436692237854,3
large_layers_diamond_100_0.0001_AdamW.pt,0.5925958156585693,0.9940599799156189,0.40585678815841675,1.09816575050354,3
large_layers_diamond_100_5e-05_Adam.pt,0.6034041047096252,0.993951678276062,0.4145457446575165,1.1081352233886719,3
large_layers_diamond_100_5e-05_AdamW.pt,0.5950732827186584,0.9940351843833923,0.3994308114051819,1.1004589796066284,3
large_layers_diamond_250_0.001_Adam.pt,0.7723035216331482,0.9922586679458618,0.5276764631271362,1.253668189048767,3
large_layers_diamond_250_0.001_AdamW.pt,0.9893670678138733,0.9900829195976257,0.6667746305465698,1.4189507961273193,3
large_layers_diamond_250_0.0005_Adam.pt,0.7931845784187317,0.9920493364334106,0.5667332410812378,1.270503044128418,3
large_layers_diamond_250_0.0005_AdamW.pt,0.8192529678344727,0.9917880892753601,0.5656118392944336,1.2912122011184692,3
large_layers_diamond_250_0.0001_Adam.pt,0.6521971225738525,0.9934625625610352,0.44866034388542175,1.15206778049469,3
large_layers_diamond_250_0.0001_AdamW.pt,0.5817831754684448,0.9941684007644653,0.4026296138763428,1.0881009101867676,3
large_layers_diamond_250_5e-05_Adam.pt,0.5529665946960449,0.9944572448730469,0.376943975687027,1.0608110427856445,3
large_layers_diamond_250_5e-05_AdamW.pt,0.5711048245429993,0.9942754507064819,0.3739311695098877,1.0780689716339111,3
large_layers_diamond_500_0.001_Adam.pt,0.8124458193778992,0.9918562769889832,0.5635901689529419,1.2858366966247559,3
large_layers_diamond_500_0.001_AdamW.pt,0.9054014086723328,0.9909245371818542,0.5941678285598755,1.357404112815857,3
large_layers_diamond_500_0.0005_Adam.pt,0.8059279322624207,0.991921603679657,0.5767762660980225,1.2806684970855713,3
large_layers_diamond_500_0.0005_AdamW.pt,0.6865126490592957,0.9931185841560364,0.47047877311706543,1.1819875240325928,3
large_layers_diamond_500_0.0001_Adam.pt,0.533575713634491,0.9946516156196594,0.38078489899635315,1.0420453548431396,3
large_layers_diamond_500_0.0001_AdamW.pt,0.4840185046195984,0.9951483607292175,0.3324200510978699,0.9924750924110413,3
large_layers_diamond_500_5e-05_Adam.pt,0.6119027733802795,0.993866503238678,0.42065197229385376,1.115911602973938,3
large_layers_diamond_500_5e-05_AdamW.pt,0.5920244455337524,0.9940657019615173,0.3951864242553711,1.0976362228393555,3
large_layers_block_100_0.001_Adam.pt,1.181964635848999,0.9881523251533508,0.7330479025840759,1.5509251356124878,3
large_layers_block_100_0.001_AdamW.pt,0.9541235566139221,0.9904361367225647,0.63563072681427,1.3934484720230103,3
large_layers_block_100_0.0005_Adam.pt,0.7108339667320251,0.992874801158905,0.4843481481075287,1.2027426958084106,3
large_layers_block_100_0.0005_AdamW.pt,0.7162426114082336,0.9928206205368042,0.4794652462005615,1.2073097229003906,3
large_layers_block_100_0.0001_Adam.pt,0.6046180129051208,0.9939395189285278,0.39837124943733215,1.109249234199524,3
large_layers_block_100_0.0001_AdamW.pt,0.603553056716919,0.9939501881599426,0.39947348833084106,1.1082719564437866,3
large_layers_block_100_5e-05_Adam.pt,0.5764225721359253,0.994222104549408,0.3918094038963318,1.0830764770507812,3
large_layers_block_100_5e-05_AdamW.pt,0.5702810287475586,0.9942836761474609,0.39277487993240356,1.0772911310195923,3
large_layers_block_250_0.001_Adam.pt,0.8288347125053406,0.9916920065879822,0.560481607913971,1.298741102218628,3
large_layers_block_250_0.001_AdamW.pt,2.17899751663208,0.9781584143638611,1.1568467617034912,2.1057991981506348,3
large_layers_block_250_0.0005_Adam.pt,1.006801962852478,0.9899081587791443,0.68698650598526,1.4313987493515015,3
large_layers_block_250_0.0005_AdamW.pt,0.8910987973213196,0.9910678863525391,0.6164085865020752,1.3466401100158691,3
large_layers_block_250_0.0001_Adam.pt,0.6861793398857117,0.9931219220161438,0.46415260434150696,1.181700587272644,3
large_layers_block_250_0.0001_AdamW.pt,0.7491092681884766,0.9924911856651306,0.5216307640075684,1.2346993684768677,3
large_layers_block_250_5e-05_Adam.pt,0.5047097206115723,0.9949409365653992,0.3483467698097229,1.0134665966033936,3
large_layers_block_250_5e-05_AdamW.pt,0.7055389285087585,0.9929279088973999,0.47942546010017395,1.1982545852661133,3
large_layers_block_500_0.001_Adam.pt,0.7972350716590881,0.9920087456703186,0.5302500128746033,1.273742914199829,3
large_layers_block_500_0.001_AdamW.pt,1.0132850408554077,0.9898431301116943,0.6851702928543091,1.4359999895095825,3
large_layers_block_500_0.0005_Adam.pt,0.6825182437896729,0.9931586384773254,0.476776659488678,1.1785438060760498,3
large_layers_block_500_0.0005_AdamW.pt,0.7654014825820923,0.992327868938446,0.5024202466011047,1.2480536699295044,3
large_layers_block_500_0.0001_Adam.pt,0.6209027171134949,0.993776261806488,0.3941519558429718,1.124088168144226,3
large_layers_block_500_0.0001_AdamW.pt,0.6312915682792664,0.9936721324920654,0.4267672598361969,1.1334532499313354,3
large_layers_block_500_5e-05_Adam.pt,0.5128126740455627,0.9948596954345703,0.35149115324020386,1.0215697288513184,3
large_layers_block_500_5e-05_AdamW.pt,0.5083004832267761,0.9949049353599548,0.3549638092517853,1.0170652866363525,3
small_layers_left_pyramid_100_0.001_Adam.pt,0.9280526041984558,0.9906975030899048,0.6459119319915771,1.3742790222167969,3
small_layers_left_pyramid_100_0.001_AdamW.pt,0.8768667578697205,0.9912105798721313,0.5959515571594238,1.3358428478240967,3
